adju_geo_region_name,geo_dma_bespoke,adju_geo_city
MALAGA,ANDALUCIA,ARROYO_DE_LA_MIEL
ALICANTE,VALENCIA,LA_ROMANA
BARCELONA,CATALUNA_,BIGUES
BADAJOZ,EXTREMADURA,NOGALES
LA_CORUNA,GALICIA,IGLESIA
LA_CORUNA,GALICIA,MONFERO
CACERES,EXTREMADURA,ALCUESCAR
CASTELLON,VALENCIA,ALFONDEGUILLA
HUESCA,ARAGON,LASPAULES
NAVARRA,NAVARRA,TAFALLA
ORENSE,GALICIA,CASDENODRES
PONTEVEDRA,GALICIA,CAMPOSANCOS
CANTABRIA,CANTABRIA,SOMO
SEVILLA,ANDALUCIA,ALGAMITAS
SEVILLA,ANDALUCIA,ESPARTINAS
SEGOVIA,CASTILLA_Y_LEON,TOLOCIRIO
TERUEL,ARAGON,CELLA
TERUEL,ARAGON,LA_CEROLLERA
TERUEL,ARAGON,TORRE_DE_ARCAS
TERUEL,ARAGON,VIVEL_DEL_RIO
ALAVA,PAIS_VASCO,ARMINON
ALAVA,PAIS_VASCO,MORILLAS
ZAMORA,CASTILLA_Y_LEON,CASASECA_DE_CAMPEAN
LA_CORUNA,GALICIA,FRIXE
HUELVA,ANDALUCIA,LA_ANTILLA
LEON,CASTILLA_Y_LEON,SOTICO
AVILA,CASTILLA_Y_LEON,EL_MIRON
BARCELONA,CATALUNA_,AVINYO
BARCELONA,CATALUNA_,MONTGAT
BARCELONA,CATALUNA_,SANT_MATEU_DE_BAGES
BURGOS,CASTILLA_Y_LEON,QUINTANADUENAS
BURGOS,CASTILLA_Y_LEON,TARDAJOS
LA_CORUNA,GALICIA,COVAS
CORDOBA,ANDALUCIA,PICONCILLO
GRANADA,ANDALUCIA,COLOMERA
HUESCA,ARAGON,ESPLUGA
JAEN,ANDALUCIA,LAHIGUERA
LERIDA,CATALUNA_,ALINYA
LERIDA,CATALUNA_,PRULLANS
LEON,CASTILLA_Y_LEON,MONTRONDO
MURCIA,MURCIA,BANOS
MURCIA,MURCIA,TOTANA
ASTURIAS,ASTURIAS,CARRIO
ASTURIAS,ASTURIAS,SALVADOR
CANTABRIA,CANTABRIA,RUILOBA
SALAMANCA,CASTILLA_Y_LEON,BEJAR
SALAMANCA,CASTILLA_Y_LEON,LA_CABEZA_DE_BEJAR
SEVILLA,ANDALUCIA,CAMAS
VALENCIA,VALENCIA,CASINOS
VALLADOLID,CASTILLA_Y_LEON,TORDESILLAS
ALAVA,PAIS_VASCO,OYON
ZARAGOZA,ARAGON,MUEL
ZAMORA,CASTILLA_Y_LEON,CARRASCAL
CACERES,EXTREMADURA,CARCABOSO
GIRONA,CATALUNA_,GUILS_DE_CERDANYA
LEON,CASTILLA_Y_LEON,OLLEROS_DE_SABERO
NAVARRA,NAVARRA,HUARTE
BARCELONA,CATALUNA_,VILANOVA_DEL_CAMI
LA_CORUNA,GALICIA,VIGO
CADIZ,ANDALUCIA,TREBUJENA
CIUDAD_REAL,CASTILLA_LA_MANCHA,PUERTOLLANO
GUADALAJARA,CASTILLA_LA_MANCHA,FUENTELAHIGUERA_DE_ALBATAGES
JAEN,ANDALUCIA,ANDUJAR
MADRID,MADRID,ALDEA_DEL_FRESNO
MADRID,MADRID,COLMENAR_DEL_ARROYO
MURCIA,MURCIA,EL_PUNTAL
MURCIA,MURCIA,MURCIA
PONTEVEDRA,GALICIA,A_ESTRADA
PONTEVEDRA,GALICIA,CRECIENTE
CANTABRIA,CANTABRIA,DUNA
CANTABRIA,CANTABRIA,LLERANA
SALAMANCA,CASTILLA_Y_LEON,TAMAMES
SEVILLA,ANDALUCIA,CASARICHE
TERUEL,ARAGON,CANADA_DE_BENATANDUZ
TOLEDO,CASTILLA_LA_MANCHA,HERRERUELA_DE_OROPESA
TOLEDO,CASTILLA_LA_MANCHA,SONSECA
VALENCIA,VALENCIA,ALFARP
ZARAGOZA,ARAGON,ALCALA_DE_EBRO
ZAMORA,CASTILLA_Y_LEON,ALGODRE
ALMERIA,ANDALUCIA,SORBAS
CACERES,EXTREMADURA,MATA_DE_ALCANTARA
CORDOBA,ANDALUCIA,CAMPINA
CORDOBA,ANDALUCIA,MONTURQUE
GIRONA,CATALUNA_,VENTALLO
HUESCA,ARAGON,FRAELLA
LERIDA,CATALUNA_,GUISSONA
LERIDA,CATALUNA_,OLIANA
LERIDA,CATALUNA_,VILALLER
LUGO,GALICIA,CASTRO
LUGO,GALICIA,DONCOS
NAVARRA,NAVARRA,ANEZCAR
ASTURIAS,ASTURIAS,LLEDIAS
PONTEVEDRA,GALICIA,CAMBADOS
CANTABRIA,CANTABRIA,EL_LLANO
SANTA_CRUZ_DE_TENERIFE,CANARIAS,EL_PRIS
TOLEDO,CASTILLA_LA_MANCHA,GERINDOTE
ALAVA,PAIS_VASCO,OLAETA
BURGOS,CASTILLA_Y_LEON,BEZANA
LA_CORUNA,GALICIA,LAMA
LEON,CASTILLA_Y_LEON,CABOALLES_DE_ARRIBA
LUGO,GALICIA,VILASELAN
MURCIA,MURCIA,ARCHENA
ORENSE,GALICIA,A_CARREIRA
BARCELONA,CATALUNA_,SANT_QUIRZE_SAFAJA
VIZCAYA,PAIS_VASCO,ABADINO
LA_CORUNA,GALICIA,AGUASANTAS
LA_CORUNA,GALICIA,COSTA
CACERES,EXTREMADURA,ALDEANUEVA_DE_LA_VERA
HUELVA,ANDALUCIA,CANAVERAL_DE_LEON
HUESCA,ARAGON,LIERTA
JAEN,ANDALUCIA,TORRES
LERIDA,CATALUNA_,BALESTUI
LUGO,GALICIA,CABANAS
NAVARRA,NAVARRA,BERBINZANA
ASTURIAS,ASTURIAS,CAMANGO
PONTEVEDRA,GALICIA,DORNELAS
CANTABRIA,CANTABRIA,BARROS
SEGOVIA,CASTILLA_Y_LEON,ALDEALCORVO
SANTA_CRUZ_DE_TENERIFE,CANARIAS,FRONTERA
VALENCIA,VALENCIA,ARAS_DE_LOS_OLMOS
VALLADOLID,CASTILLA_Y_LEON,ATAQUINES
ZARAGOZA,ARAGON,PARACUELLOS_DE_JILOCA
GRANADA,ANDALUCIA,BENALUA_DE_LAS_VILLAS
GUADALAJARA,CASTILLA_LA_MANCHA,GALAPAGOS
HUESCA,ARAGON,CANFRANC
ALICANTE,VALENCIA,BENIMAURELL
ALICANTE,VALENCIA,LOS_MONTESINOS
ALICANTE,VALENCIA,MUCHAMIEL
ALBACETE,CASTILLA_LA_MANCHA,CAUDETE
AVILA,CASTILLA_Y_LEON,PIEDRAHITA
BARCELONA,CATALUNA_,CALDES_DE_MONTBUI
BARCELONA,CATALUNA_,VILANOVA_I_LA_GELTRU
LA_CORUNA,GALICIA,VILARMAIOR
LA_CORUNA,GALICIA,VINAS
CADIZ,ANDALUCIA,MEDINA_SIDONIA
CACERES,EXTREMADURA,PANTANO_DE_CIJARA
LAS_PALMAS,CANARIAS,ARUCAS
GIRONA,CATALUNA_,LLAGOSTERA
GRANADA,ANDALUCIA,ZUJAR
MALAGA,ANDALUCIA,CORTES
ASTURIAS,ASTURIAS,ILLAS
PALENCIA,CASTILLA_Y_LEON,SANTERVAS_DE_LA_VEGA
CANTABRIA,CANTABRIA,LIANO
SEGOVIA,CASTILLA_Y_LEON,BOCEGUILLAS
ZARAGOZA,ARAGON,MONREAL_DE_ARIZA
LAS_PALMAS,CANARIAS,BUENLUGAR
MURCIA,MURCIA,CABEZO_DE_PLATA
NAVARRA,NAVARRA,ZUDAIRE
AVILA,CASTILLA_Y_LEON,RETUERTA
BARCELONA,CATALUNA_,SANT_PERE_MOLANTA
BADAJOZ,EXTREMADURA,LA_PARRA
BADAJOZ,EXTREMADURA,VALDECABALLEROS
LA_CORUNA,GALICIA,OLEIROS
LA_CORUNA,GALICIA,PORRINO
LA_CORUNA,GALICIA,PORTO
CORDOBA,ANDALUCIA,MADRONIZ
JAEN,ANDALUCIA,BOBADILLA_DE_ALCAUDETE
JAEN,ANDALUCIA,IBROS
LERIDA,CATALUNA_,EL_PONT_DE_SUERT
LEON,CASTILLA_Y_LEON,LANGRE
ASTURIAS,ASTURIAS,PROAZA
ORENSE,GALICIA,CELANOVA
PALENCIA,CASTILLA_Y_LEON,ARROYO
PONTEVEDRA,GALICIA,LEIRO
CANTABRIA,CANTABRIA,SOLARES
SALAMANCA,CASTILLA_Y_LEON,MACOTERA
SEGOVIA,CASTILLA_Y_LEON,PARQUE_DE_ROBLEDO
TARRAGONA,CATALUNA_,BONASTRE
SANTA_CRUZ_DE_TENERIFE,CANARIAS,SAN_ISIDRO_DE_ABONA
TOLEDO,CASTILLA_LA_MANCHA,LUCILLOS
LAS_PALMAS,CANARIAS,TESEJERAGUE
LAS_PALMAS,CANARIAS,TIAS
ALMERIA,ANDALUCIA,ARMUNA_DE_ALMANZORA
BARCELONA,CATALUNA_,MOLINS_DE_REI
BADAJOZ,EXTREMADURA,GARGALIGAS
VIZCAYA,PAIS_VASCO,BARROETA
LA_CORUNA,GALICIA,HERBON
CASTELLON,VALENCIA,GELDO
GIRONA,CATALUNA_,PUIGCERDA
GIRONA,CATALUNA_,VULLPELLAC
GUADALAJARA,CASTILLA_LA_MANCHA,CABANILLAS_DEL_CAMPO
LERIDA,CATALUNA_,ESTERRI_DANEU
LUGO,GALICIA,AZUMARA
LUGO,GALICIA,MONTERROSO
ASTURIAS,ASTURIAS,PADERNE
ASTURIAS,ASTURIAS,VILLA
PALENCIA,CASTILLA_Y_LEON,PRADANOS_DE_OJEDA
CANTABRIA,CANTABRIA,COSIO
SORIA,CASTILLA_Y_LEON,ALENTISQUE
SORIA,CASTILLA_Y_LEON,EL_ROYO
GUIPUZCOA,PAIS_VASCO,OLABERRIA
TARRAGONA,CATALUNA_,SANTA_OLIVA
SANTA_CRUZ_DE_TENERIFE,CANARIAS,ARAFO
SANTA_CRUZ_DE_TENERIFE,CANARIAS,PAJARA
TOLEDO,CASTILLA_LA_MANCHA,MENASALBAS
TOLEDO,CASTILLA_LA_MANCHA,QUISMONDO
VALENCIA,VALENCIA,CATARROJA
VALENCIA,VALENCIA,ESTACION_DE_LOS_VALLES
ZARAGOZA,ARAGON,COSUENDA
ZARAGOZA,ARAGON,NUCLEO_URBANIZACION_EL_ZORONGO
ZAMORA,CASTILLA_Y_LEON,CASTROVERDE_DE_CAMPOS
ZAMORA,CASTILLA_Y_LEON,REVELLINOS
ZAMORA,CASTILLA_Y_LEON,SAN_CEBRIAN_DE_CASTRO
VIZCAYA,PAIS_VASCO,ARANGUREN
LERIDA,CATALUNA_,AGER
BARCELONA,CATALUNA_,BEGUES
BADAJOZ,EXTREMADURA,CAMPILLO_DE_LLERENA
CORDOBA,ANDALUCIA,LA_CARLOTA
HUELVA,ANDALUCIA,NIEBLA
JAEN,ANDALUCIA,CAZALILLA
LERIDA,CATALUNA_,ALBESA
LUGO,GALICIA,BENADE
MALAGA,ANDALUCIA,ALPANDEIRE
MALAGA,ANDALUCIA,CUTAR
NAVARRA,NAVARRA,CIZUR_MENOR
ASTURIAS,ASTURIAS,SALAS
ORENSE,GALICIA,SOBRADO_DO_BISPO
CANTABRIA,CANTABRIA,GAJANO
GUIPUZCOA,PAIS_VASCO,ANDUAGA
TARRAGONA,CATALUNA_,VINYOLS_I_ELS_ARCS
TERUEL,ARAGON,TORRE_DEL_COMPTE
VALLADOLID,CASTILLA_Y_LEON,CORRALES_DE_DUERO
GIRONA,CATALUNA_,ALBONS
HUESCA,ARAGON,CANDASNOS
LEON,CASTILLA_Y_LEON,ROBLEDO_DE_LA_GUZPENA
NAVARRA,NAVARRA,CORTES
ASTURIAS,ASTURIAS,EL_FRESNO
BARCELONA,CATALUNA_,SANT_MARTI_SARROCA
BURGOS,CASTILLA_Y_LEON,VILLARCAYO
CACERES,EXTREMADURA,MONTEHERMOSO
CORDOBA,ANDALUCIA,RUTE
CASTELLON,VALENCIA,ALCALA_DE_XIVERT
GIRONA,CATALUNA_,CALDES_DE_MALAVELLA
GIRONA,CATALUNA_,LA_JONQUERA
JAEN,ANDALUCIA,BAEZA
LEON,CASTILLA_Y_LEON,SAN_ANDRES_DE_MONTEJOS
LUGO,GALICIA,CORVELLE
NAVARRA,NAVARRA,LARRAGA
NAVARRA,NAVARRA,LARRASOANA
PALENCIA,CASTILLA_Y_LEON,CALZADA_DE_LOS_MOLINOS
PONTEVEDRA,GALICIA,O_CHAN_DO_CASAL
CANTABRIA,CANTABRIA,CABARCENO
SEVILLA,ANDALUCIA,LAS_PAJANOSAS
GUIPUZCOA,PAIS_VASCO,ARRIETA
GUIPUZCOA,PAIS_VASCO,BIDANIA
TARRAGONA,CATALUNA_,SANT_JAUME_DENVEJA
SANTA_CRUZ_DE_TENERIFE,CANARIAS,LA_VICTORIA_DE_ACENTEJO
VALENCIA,VALENCIA,CARCAIXENT
VALENCIA,VALENCIA,SEGART
BURGOS,CASTILLA_Y_LEON,ARGES
LAS_PALMAS,CANARIAS,AEROPUERTO_DE_GRAN_CANARIA
ALICANTE,VALENCIA,ALBIR
BARCELONA,CATALUNA_,SANT_HIPOLIT_DE_VOLTREGA
BARCELONA,CATALUNA_,SANT_JOAN_DESPI
CORDOBA,ANDALUCIA,DONA_MENCIA
HUELVA,ANDALUCIA,PUNTA_UMBRIA
MADRID,MADRID,MORATA_DE_TAJUNA
MADRID,MADRID,VALDARACETE
NAVARRA,NAVARRA,ALLO
ISLAS_BALEARES,ISLAS_BALEARES,CAS_CORP
PONTEVEDRA,GALICIA,ARNEGO
PONTEVEDRA,GALICIA,TUI
SEGOVIA,CASTILLA_Y_LEON,ARROYO_DE_CUELLAR
SORIA,CASTILLA_Y_LEON,AGREDA
SORIA,CASTILLA_Y_LEON,ALMAZAN
GUIPUZCOA,PAIS_VASCO,GABIRIA
TARRAGONA,CATALUNA_,RIBA_ROJA_DEBRE
TERUEL,ARAGON,BAGUENA
SANTA_CRUZ_DE_TENERIFE,CANARIAS,GUAMASA
ZARAGOZA,ARAGON,AGUILON
LERIDA,CATALUNA_,TREMP
MADRID,MADRID,ESTREMERA
ALICANTE,VALENCIA,ALTEA
ALICANTE,VALENCIA,BARRIO_CARRETERA
ALICANTE,VALENCIA,BENIMANTELL
CACERES,EXTREMADURA,ACEITUNA
CASTELLON,VALENCIA,VISTABELLA_DEL_MAESTRAZGO
CUENCA,CASTILLA_LA_MANCHA,CARBONERAS_DE_GUADAZAON
GUADALAJARA,CASTILLA_LA_MANCHA,TOMELLOSA
JAEN,ANDALUCIA,MANCHA_REAL
LERIDA,CATALUNA_,LA_COMA_DE_NABINERS
LERIDA,CATALUNA_,LA_PORTELLA
LEON,CASTILLA_Y_LEON,CINERA
MADRID,MADRID,URBANIZACION_CIUDAD_RESIDENCIAL
MALAGA,ANDALUCIA,ALCAUCIN
MALAGA,ANDALUCIA,MANILVA
PALENCIA,CASTILLA_Y_LEON,VILLADA
ISLAS_BALEARES,ISLAS_BALEARES,ESPORLES
ISLAS_BALEARES,ISLAS_BALEARES,FORNELLS
ISLAS_BALEARES,ISLAS_BALEARES,LA_SAVINA
GUIPUZCOA,PAIS_VASCO,LASARTE
TERUEL,ARAGON,ARINO
VALENCIA,VALENCIA,BENICOLET
ALAVA,PAIS_VASCO,LEZA
LA_CORUNA,GALICIA,CASTINEIRAS
GUADALAJARA,CASTILLA_LA_MANCHA,PASTRANA
HUELVA,ANDALUCIA,ALJARAQUE
LUGO,GALICIA,LAGOSTELLE
MADRID,MADRID,LA_SERNA_DEL_MONTE
ALICANTE,VALENCIA,SAN_MIGUEL_DE_SALINAS
ALMERIA,ANDALUCIA,ILLAR
AVILA,CASTILLA_Y_LEON,MUNOMER_DEL_PECO
LA_CORUNA,GALICIA,BANZAS
LA_CORUNA,GALICIA,BEDROBE
CASTELLON,VALENCIA,ARTESA
GIRONA,CATALUNA_,SILS
HUESCA,ARAGON,ADAHUESCA
LERIDA,CATALUNA_,JUNCOSA
LEON,CASTILLA_Y_LEON,NOGAREJAS
ISLAS_BALEARES,ISLAS_BALEARES,RUBERTS
PONTEVEDRA,GALICIA,TROANS
CANTABRIA,CANTABRIA,ARGUEBANES
SALAMANCA,CASTILLA_Y_LEON,SAN_FELICES_DE_LOS_GALLEGOS
SEGOVIA,CASTILLA_Y_LEON,CASTILLEJO_DE_MESLEON
SORIA,CASTILLA_Y_LEON,CASCAJOSA
TARRAGONA,CATALUNA_,BATEA
SANTA_CRUZ_DE_TENERIFE,CANARIAS,EL_AMPARO
TOLEDO,CASTILLA_LA_MANCHA,LA_PUEBLA_DE_ALMORADIEL
VALENCIA,VALENCIA,ENGUERA
VALENCIA,VALENCIA,LOS_ISIDROS
VALLADOLID,CASTILLA_Y_LEON,COGECES_DEL_MONTE
ZARAGOZA,ARAGON,BISIMBRE
ZARAGOZA,ARAGON,MORATA_DE_JILOCA
ALMERIA,ANDALUCIA,LOS_ALAMOS
AVILA,CASTILLA_Y_LEON,SANTA_CRUZ_DEL_VALLE
BARCELONA,CATALUNA_,CASTELLADRAL
BARCELONA,CATALUNA_,LA_LLAGOSTA
BARCELONA,CATALUNA_,MARTORELL
BARCELONA,CATALUNA_,SANT_MARTI_DALBARS
BARCELONA,CATALUNA_,SANT_VICENC_DELS_HORTS
CACERES,EXTREMADURA,MONROY
LAS_PALMAS,CANARIAS,COSTA_TEGUISE
GIRONA,CATALUNA_,VILAJUIGA
HUESCA,ARAGON,LALUENGA
HUESCA,ARAGON,LOARRE
HUESCA,ARAGON,PALLARUELO_DE_MONEGROS
JAEN,ANDALUCIA,PORCUNA
LEON,CASTILLA_Y_LEON,MOLINASECA
LA_RIOJA,LA_RIOJA,VILLALBA_DE_RIOJA
MADRID,MADRID,MORALZARZAL
MURCIA,MURCIA,ALBUJON
MURCIA,MURCIA,BALNEARIO_DE_FORTUNA
ISLAS_BALEARES,ISLAS_BALEARES,SON_VILAR
CANTABRIA,CANTABRIA,ORENA
CANTABRIA,CANTABRIA,SOBARZO
TARRAGONA,CATALUNA_,EL_PINETELL
VALENCIA,VALENCIA,VALLES
ZAMORA,CASTILLA_Y_LEON,HERMISENDE
ZAMORA,CASTILLA_Y_LEON,SAN_JUANICO_EL_NUEVO
ZAMORA,CASTILLA_Y_LEON,SAN_SEBASTIAN
LERIDA,CATALUNA_,ARTIES
LA_RIOJA,LA_RIOJA,EL_RASILLO
MALAGA,ANDALUCIA,VALDES
ALICANTE,VALENCIA,BENFERRI
ALICANTE,VALENCIA,RAFAL
AVILA,CASTILLA_Y_LEON,LANZAHITA
AVILA,CASTILLA_Y_LEON,NARROS_DEL_CASTILLO
BARCELONA,CATALUNA_,VILADECAVALLS
LA_CORUNA,GALICIA,CARBALLO
CUENCA,CASTILLA_LA_MANCHA,LEGANIEL
GIRONA,CATALUNA_,RAVOS_DEL_TERRI
HUESCA,ARAGON,SARINENA
NAVARRA,NAVARRA,ARTAZU
ASTURIAS,ASTURIAS,SERIN
CANTABRIA,CANTABRIA,PECHON
GUIPUZCOA,PAIS_VASCO,GETARIA
SANTA_CRUZ_DE_TENERIFE,CANARIAS,PUERTO_DE_SANTIAGO
TOLEDO,CASTILLA_LA_MANCHA,MALPICA_DE_TAJO
VALENCIA,VALENCIA,EL_ORO
ZARAGOZA,ARAGON,BOTORRITA
ZAMORA,CASTILLA_Y_LEON,VILLARDONDIEGO
BADAJOZ,EXTREMADURA,MONTERRUBIO_DE_LA_SERENA
BADAJOZ,EXTREMADURA,ZARZA_CAPILLA
LA_CORUNA,GALICIA,TEAIO
LERIDA,CATALUNA_,ARGESTUES
LUGO,GALICIA,MASIDE
ASTURIAS,ASTURIAS,SAN_JUAN_DE_LA_ARENA
ALICANTE,VALENCIA,LA_VALL_D_EBO
AVILA,CASTILLA_Y_LEON,EL_BURGUILLO
AVILA,CASTILLA_Y_LEON,EL_HOYO
BARCELONA,CATALUNA_,ALELLA
BADAJOZ,EXTREMADURA,VALDIVIA
LA_CORUNA,GALICIA,LIRES
CORDOBA,ANDALUCIA,TORRECAMPO
CIUDAD_REAL,CASTILLA_LA_MANCHA,SOCUELLAMOS
GIRONA,CATALUNA_,BEGUR
GIRONA,CATALUNA_,LLAFRANC
GIRONA,CATALUNA_,MASARAC
GUADALAJARA,CASTILLA_LA_MANCHA,PENALVER
HUESCA,ARAGON,HUERTO
HUESCA,ARAGON,TORRE_DE_OBATO
LEON,CASTILLA_Y_LEON,QUINTANA_DEL_MARCO
NAVARRA,NAVARRA,ARRONIZ
PALENCIA,CASTILLA_Y_LEON,BALTANAS
SALAMANCA,CASTILLA_Y_LEON,GALLEGOS_DE_SOLMIRON
SORIA,CASTILLA_Y_LEON,MAGANA
VALENCIA,VALENCIA,CANALS
VALENCIA,VALENCIA,HIGUERUELAS
ZARAGOZA,ARAGON,PINA_DE_EBRO
ALICANTE,VALENCIA,ALCUDIA
ALMERIA,ANDALUCIA,PULPI
AVILA,CASTILLA_Y_LEON,AVILA
BURGOS,CASTILLA_Y_LEON,RIO_DE_LOSA
CACERES,EXTREMADURA,VALVERDE_DE_LA_VERA
CIUDAD_REAL,CASTILLA_LA_MANCHA,CORRAL_DE_CALATRAVA
CASTELLON,VALENCIA,LA_BARONA
GIRONA,CATALUNA_,ALBANYA
JAEN,ANDALUCIA,ALCALA_LA_REAL
MADRID,MADRID,MEJORADA_DEL_CAMPO
PALENCIA,CASTILLA_Y_LEON,BANOS_DE_LA_PENA
ISLAS_BALEARES,ISLAS_BALEARES,SON_FANGOS
PONTEVEDRA,GALICIA,VILASOBROSO
CANTABRIA,CANTABRIA,TORRES
SALAMANCA,CASTILLA_Y_LEON,SAUCELLE
GUIPUZCOA,PAIS_VASCO,ELGETA
TOLEDO,CASTILLA_LA_MANCHA,RECAS
VALENCIA,VALENCIA,DOMENO
ZARAGOZA,ARAGON,ALMONACID_DE_LA_CUBA
ZARAGOZA,ARAGON,LECERA
CASTELLON,VALENCIA,AYODAR
LERIDA,CATALUNA_,BARRUERA
ASTURIAS,ASTURIAS,LLANES
BARCELONA,CATALUNA_,SANT_ANTONI_DE_VILAMAJOR
BARCELONA,CATALUNA_,SANT_MARTI_DE_TOUS
LA_CORUNA,GALICIA,CALDELAS
CADIZ,ANDALUCIA,SAN_JOSE_DEL_VALLE
CASTELLON,VALENCIA,ALGIMIA_DE_ALMONACID
CASTELLON,VALENCIA,HIGUERAS
CUENCA,CASTILLA_LA_MANCHA,FUENTE_DE_PEDRO_NAHARRO
GIRONA,CATALUNA_,BRUNYOLA
GIRONA,CATALUNA_,TAMARIU
HUESCA,ARAGON,SALLENT_DE_GALLEGO
JAEN,ANDALUCIA,LA_ROPERA
LEON,CASTILLA_Y_LEON,CAMPONARAYA
MALAGA,ANDALUCIA,CERRO_DEL_AGUILA
NAVARRA,NAVARRA,BERUETE
NAVARRA,NAVARRA,GORRITI
NAVARRA,NAVARRA,PUEYO
ASTURIAS,ASTURIAS,SUEROS
ISLAS_BALEARES,ISLAS_BALEARES,ALCUDIA
PONTEVEDRA,GALICIA,LINARES
PONTEVEDRA,GALICIA,SANTA_LUCIA_DE_MORANA
SALAMANCA,CASTILLA_Y_LEON,BARCEINO
GUIPUZCOA,PAIS_VASCO,LAZKAO
VALENCIA,VALENCIA,ZARRA
VALLADOLID,CASTILLA_Y_LEON,ESGUEVILLAS_DE_ESGUEVA
ZARAGOZA,ARAGON,LOS_FAYOS
ZARAGOZA,ARAGON,MEDIANA
ZAMORA,CASTILLA_Y_LEON,CALZADA_DE_TERA
GUADALAJARA,CASTILLA_LA_MANCHA,IMON
ALBACETE,CASTILLA_LA_MANCHA,MOLINICOS
ALMERIA,ANDALUCIA,ANTAS
BADAJOZ,EXTREMADURA,ESPARRAGOSA_DE_LA_SERENA
BURGOS,CASTILLA_Y_LEON,BRIONGOS_DE_CERVERA
BURGOS,CASTILLA_Y_LEON,LAS_QUINTANILLAS
LA_CORUNA,GALICIA,CARBALLINO
CACERES,EXTREMADURA,JERTE
CUENCA,CASTILLA_LA_MANCHA,HONTANAYA
CUENCA,CASTILLA_LA_MANCHA,OSA_DE_LA_VEGA
GIRONA,CATALUNA_,SANT_GREGORI
HUELVA,ANDALUCIA,CALANAS
HUESCA,ARAGON,BESIANS
HUESCA,ARAGON,ONTINENA
MURCIA,MURCIA,LA_AZOHIA
MURCIA,MURCIA,LOS_BEATOS
PONTEVEDRA,GALICIA,AVENIDA_BRASIL
GUIPUZCOA,PAIS_VASCO,ANOETA
TARRAGONA,CATALUNA_,LALBIOL
TERUEL,ARAGON,LOS_CEREZOS
TERUEL,ARAGON,LUCO_DE_JILOCA
ZARAGOZA,ARAGON,PEDROLA
GRANADA,ANDALUCIA,MELEGIS
LERIDA,CATALUNA_,ALINS
ASTURIAS,ASTURIAS,ARNAO
ASTURIAS,ASTURIAS,RIBADESELLA
ALICANTE,VALENCIA,BOLULLA
ALICANTE,VALENCIA,REQUENA
BARCELONA,CATALUNA_,AGUILAR_DE_SEGARRA
BARCELONA,CATALUNA_,LES_FONTS
BURGOS,CASTILLA_Y_LEON,IGLESIAS
CUENCA,CASTILLA_LA_MANCHA,LAS_PEDRONERAS
LAS_PALMAS,CANARIAS,EL_PASO
GIRONA,CATALUNA_,GARRIGAS
GRANADA,ANDALUCIA,CUEVAS_DEL_CAMPO
GRANADA,ANDALUCIA,NIVAR
GRANADA,ANDALUCIA,RIOFRIO
HUESCA,ARAGON,ROBRES
LUGO,GALICIA,FREIXO
LUGO,GALICIA,SAN_COSME_BARREIROS
PALENCIA,CASTILLA_Y_LEON,CEVICO_NAVERO
ISLAS_BALEARES,ISLAS_BALEARES,PORT_DE_SOLLER
SALAMANCA,CASTILLA_Y_LEON,LEDRADA
SEVILLA,ANDALUCIA,GUADAJOZ
SORIA,CASTILLA_Y_LEON,FUENCALIENTE_DE_MEDINACELI
TERUEL,ARAGON,FUENTES_DE_RUBIELOS
TOLEDO,CASTILLA_LA_MANCHA,MONTESCLAROS
VALLADOLID,CASTILLA_Y_LEON,PEDROSA_DEL_REY
VALLADOLID,CASTILLA_Y_LEON,PENAFLOR_DE_HORNIJA
VIZCAYA,PAIS_VASCO,MENDIETA
CORDOBA,ANDALUCIA,EL_TEJAR
MADRID,MADRID,VELILLA_DE_SAN_ANTONIO
ALICANTE,VALENCIA,GATA_DE_GORGOS
AVILA,CASTILLA_Y_LEON,LA_COLILLA
BARCELONA,CATALUNA_,SANTA_COLOMA_DE_GRAMANET
VIZCAYA,PAIS_VASCO,OSMA
LA_CORUNA,GALICIA,MUROS
LA_CORUNA,GALICIA,PERLIO
CADIZ,ANDALUCIA,CONIL_DE_LA_FRONTERA
CACERES,EXTREMADURA,VALDEFUENTES
CORDOBA,ANDALUCIA,VILLAFRANCA_DE_CORDOBA
CIUDAD_REAL,CASTILLA_LA_MANCHA,SANTA_QUITERIA
JAEN,ANDALUCIA,ALDEAHERMOSA_DE_MONTIZON
LERIDA,CATALUNA_,ESPOT
LERIDA,CATALUNA_,PUIGVERD_DE_LLEIDA
LUGO,GALICIA,FERREIROS_DE_ABAIXO
MADRID,MADRID,PELAYOS_DE_LA_PRESA
MURCIA,MURCIA,AJAUQUE
NAVARRA,NAVARRA,DONAMARIA
ORENSE,GALICIA,MOURAZOS
ISLAS_BALEARES,ISLAS_BALEARES,INCA
ISLAS_BALEARES,ISLAS_BALEARES,MAHON
ISLAS_BALEARES,ISLAS_BALEARES,SANT_CARLES_DE_PERALTA
CANTABRIA,CANTABRIA,BADAMES
CANTABRIA,CANTABRIA,CAMALENO
SALAMANCA,CASTILLA_Y_LEON,GALLEGOS_DE_ARGANAN
TARRAGONA,CATALUNA_,ALBINYANA
TARRAGONA,CATALUNA_,LA_BISBAL_DEL_PENEDES
SANTA_CRUZ_DE_TENERIFE,CANARIAS,ARONA
TOLEDO,CASTILLA_LA_MANCHA,VILLARRUBIA_DE_SANTIAGO
