adju_geo_region,adju_geo_city,adju_geo_region_name,geo_dma_bespoke
AL,PINDOBA,ALAGOAS,MACEIO
AL,SAO_JOSE_DA_LAJE,ALAGOAS,MACEIO
BA,CANDEAL,BAHIA,UNCLASSIFIED
BA,CARAIPE,BAHIA,UNCLASSIFIED
BA,MACARANI,BAHIA,UNCLASSIFIED
BA,PARIPIRANGA,BAHIA,SALVADOR
BA,PIRITIBA,BAHIA,SALVADOR
CE,JARDIM,CEARA,UNCLASSIFIED
CE,LISIEUX,CEARA,UNCLASSIFIED
GO,PONTALINA,GOIAS,UNCLASSIFIED
MA,SAO_DOMINGOS_DO_MARANHAO,MARANHAO,UNCLASSIFIED
MG,ALVARENGA,MINAS_GERAIS,UNCLASSIFIED
MG,IPANEMA,MINAS_GERAIS,UNCLASSIFIED
MG,ITAPIRU,MINAS_GERAIS,UNCLASSIFIED
MG,LAMIM,MINAS_GERAIS,BELO_HORIZONTE
MG,MAJOR_PORTO,MINAS_GERAIS,UNCLASSIFIED
MG,MESQUITA,MINAS_GERAIS,UNCLASSIFIED
MG,MONTES_CLAROS,MINAS_GERAIS,UNCLASSIFIED
MG,PENHA_DO_CAPIM,MINAS_GERAIS,UNCLASSIFIED
MG,PIEDADE_DOS_GERAIS,MINAS_GERAIS,BELO_HORIZONTE
MG,SENHORA_DO_CARMO,MINAS_GERAIS,UNCLASSIFIED
MG,VARGINHA,MINAS_GERAIS,UNCLASSIFIED
PA,MUANA,PARA,BELEM
PB,LAGOA,PARAIBA,UNCLASSIFIED
PB,SAO_JOSE_DE_PIRANHAS,PARAIBA,UNCLASSIFIED
PE,MODERNA,PERNAMBUCO,UNCLASSIFIED
PE,PALMEIRINA,PERNAMBUCO,UNCLASSIFIED
PE,TAMANDARE,PERNAMBUCO,RECIFE
PI,CANTO_DO_BURITI,PIAUI,TERESINA
PI,LAGOA_DE_SAO_FRANCISCO,PIAUI,TERESINA
PI,SANTO_INACIO_DO_PIAUI,PIAUI,UNCLASSIFIED
PI,SAO_FELIX_DO_PIAUI,PIAUI,TERESINA
PR,AGUA_BRANCA,PARANA,UNCLASSIFIED
PR,CARLOPOLIS,PARANA,UNCLASSIFIED
PR,CONGONHAS,PARANA,UNCLASSIFIED
PR,CURITIBA,PARANA,CURITBA
PR,ESPIRITO_SANTO,PARANA,UNCLASSIFIED
PR,FAZENDA_RIO_GRANDE,PARANA,CURITBA
PR,PARANACITY,PARANA,UNCLASSIFIED
RJ,SAO_JOAQUIM,RIO_DE_JANEIRO,UNCLASSIFIED
RS,ANTA_GORDA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,BARROS_CASSAL,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,BOM_PRINCIPIO,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,ROCA_SALES,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,SERTAO,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,VESPASIANO_CORREA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
SC,GRAVATAL,SANTA_CATARINA,UNCLASSIFIED
SC,ITUPORANGA,SANTA_CATARINA,UNCLASSIFIED
SC,MONTE_CARLO,SANTA_CATARINA,UNCLASSIFIED
SC,PINHEIRO_PRETO,SANTA_CATARINA,UNCLASSIFIED
SP,AGUAI,SAO_PAULO,UNCLASSIFIED
SP,ASSIS,SAO_PAULO,UNCLASSIFIED
SP,BATATAIS,SAO_PAULO,UNCLASSIFIED
SP,ESPIRITO_SANTO_DO_TURVO,SAO_PAULO,UNCLASSIFIED
SP,IARAS,SAO_PAULO,UNCLASSIFIED
SP,LARANJAL_PAULISTA,SAO_PAULO,UNCLASSIFIED
SP,ORLANDIA,SAO_PAULO,UNCLASSIFIED
SP,PALESTINA,SAO_PAULO,UNCLASSIFIED
SP,SANTA_MARIA_DA_SERRA,SAO_PAULO,UNCLASSIFIED
SP,SAO_SEBASTIAO_DA_GRAMA,SAO_PAULO,UNCLASSIFIED
TO,FIGUEIROPOLIS,TOCANTINS,UNCLASSIFIED
TO,PUGMIL,TOCANTINS,PALMAS
AL,LAGOA_DA_CANOA,ALAGOAS,MACEIO
AP,FORTALEZA,AMAPA,UNCLASSIFIED
BA,BELO_CAMPO,BAHIA,UNCLASSIFIED
BA,CONTENDAS_DO_SINCORA,BAHIA,UNCLASSIFIED
BA,SAO_FELIX_DO_CORIBE,BAHIA,UNCLASSIFIED
BA,SIMOES_FILHO,BAHIA,SALVADOR
CE,DOM_QUINTINO,CEARA,UNCLASSIFIED
CE,JUBAIA,CEARA,UNCLASSIFIED
CE,SAO_JOAO,CEARA,UNCLASSIFIED
CE,SAO_JOSE,CEARA,UNCLASSIFIED
GO,CALDAS_NOVAS,GOIAS,UNCLASSIFIED
GO,FLORES_DE_GOIAS,GOIAS,UNCLASSIFIED
GO,SAO_PATRICIO,GOIAS,UNCLASSIFIED
GO,SERRANOPOLIS,GOIAS,UNCLASSIFIED
MA,BACABAL,MARANHAO,UNCLASSIFIED
MA,MATOES,MARANHAO,UNCLASSIFIED
MA,TUNTUM,MARANHAO,UNCLASSIFIED
MG,BORBA_GATO,MINAS_GERAIS,UNCLASSIFIED
MG,BUENO,MINAS_GERAIS,UNCLASSIFIED
MG,CANA_VERDE,MINAS_GERAIS,UNCLASSIFIED
MG,DORES_DO_INDAIA,MINAS_GERAIS,UNCLASSIFIED
MG,FRUTA_DE_LEITE,MINAS_GERAIS,UNCLASSIFIED
MG,LIBERDADE,MINAS_GERAIS,UNCLASSIFIED
MG,MACHACALIS,MINAS_GERAIS,UNCLASSIFIED
MG,PONTE_NOVA,MINAS_GERAIS,BELO_HORIZONTE
MG,RAUL_SOARES,MINAS_GERAIS,BELO_HORIZONTE
MS,IVINHEMA,MATO_GROSSO_DO_SUL,UNCLASSIFIED
MT,JANGADA,MATO_GROSSO,CUIABA
PA,AFUA,PARA,BELEM
PB,APARECIDA,PARAIBA,UNCLASSIFIED
PB,JACARAU,PARAIBA,JOAO_PESSOA
PB,LOGRADOURO,PARAIBA,UNCLASSIFIED
PB,NOVA_PALMEIRA,PARAIBA,UNCLASSIFIED
PB,SANTA_TERESINHA,PARAIBA,UNCLASSIFIED
PB,SANTANA_DE_MANGUEIRA,PARAIBA,UNCLASSIFIED
PB,VILA_FLOR,PARAIBA,UNCLASSIFIED
PE,SAIRE,PERNAMBUCO,UNCLASSIFIED
PI,ANGICAL_DO_PIAUI,PIAUI,TERESINA
PI,GUARIBAS,PIAUI,UNCLASSIFIED
PI,JOCA_MARQUES,PIAUI,UNCLASSIFIED
PI,PARNAIBA,PIAUI,TERESINA
PR,CURIUVA,PARANA,UNCLASSIFIED
PR,GODOY_MOREIRA,PARANA,UNCLASSIFIED
PR,NOVA_AMERICA_DA_COLINA,PARANA,UNCLASSIFIED
PR,PEABIRU,PARANA,UNCLASSIFIED
PR,QUINZOPOLIS,PARANA,UNCLASSIFIED
PR,TIBAGI,PARANA,UNCLASSIFIED
PR,TRES_BICOS,PARANA,UNCLASSIFIED
RJ,JAPUIBA,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,PORTELA,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,SAQUAREMA,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,SUBAIO,RIO_DE_JANEIRO,UNCLASSIFIED
RN,FRUTUOSO_GOMES,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,JACANA,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,JOAO_CAMARA,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,TRAIRI,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RO,SERINGUEIRAS,RONDONIA,PORTO_VELHO
RS,AGUA_SANTA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,AJURICABA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,BOA_ESPERANCA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,CANELA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,CRISSIUMAL,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,GLORINHA,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,NOVA_SANTA_RITA,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,PORTO_ALEGRE,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,PORTO_XAVIER,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,RONDA_ALTA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
SC,SALTO_VELOSO,SANTA_CATARINA,UNCLASSIFIED
SC,SANTA_TEREZINHA,SANTA_CATARINA,UNCLASSIFIED
SP,BERNARDINO_DE_CAMPOS,SAO_PAULO,UNCLASSIFIED
SP,PIRAJU,SAO_PAULO,UNCLASSIFIED
TO,PORTO_ALEGRE_DO_TOCANTINS,TOCANTINS,UNCLASSIFIED
BA,BELMONTE,BAHIA,UNCLASSIFIED
BA,CATOLEZINHO,BAHIA,UNCLASSIFIED
BA,IBITIARA,BAHIA,SALVADOR
BA,ITACIMIRIM,BAHIA,UNCLASSIFIED
BA,JAGUARIPE,BAHIA,SALVADOR
BA,JOAO_DOURADO,BAHIA,UNCLASSIFIED
BA,PEDRO_ALEXANDRE,BAHIA,SALVADOR
BA,SITIO_DO_MATO,BAHIA,UNCLASSIFIED
BA,TABOCAS_DO_BREJO_VELHO,BAHIA,UNCLASSIFIED
CE,CALABACA,CEARA,UNCLASSIFIED
CE,FEITOSA,CEARA,UNCLASSIFIED
CE,GUARAMIRANGA,CEARA,FORTALEZA
CE,IDEAL,CEARA,UNCLASSIFIED
CE,SAO_FRANCISCO,CEARA,UNCLASSIFIED
GO,COCALZINHO_DE_GOIAS,GOIAS,UNCLASSIFIED
GO,GOIANESIA,GOIAS,UNCLASSIFIED
GO,NOVA_VENEZA,GOIAS,GOIANIA
GO,RIO_QUENTE,GOIAS,UNCLASSIFIED
MA,AFONSO_CUNHA,MARANHAO,UNCLASSIFIED
MA,LAJEADO_NOVO,MARANHAO,UNCLASSIFIED
MG,CRUZEIRO_DA_FORTALEZA,MINAS_GERAIS,UNCLASSIFIED
MG,CURIMATAI,MINAS_GERAIS,UNCLASSIFIED
MG,DESCOBERTO,MINAS_GERAIS,UNCLASSIFIED
MG,JOAQUIM_FELICIO,MINAS_GERAIS,UNCLASSIFIED
MG,JUIZ_DE_FORA,MINAS_GERAIS,UNCLASSIFIED
MG,MATHIAS_LOBATO,MINAS_GERAIS,UNCLASSIFIED
MG,OURO_BRANCO,MINAS_GERAIS,BELO_HORIZONTE
MG,RIO_DO_PRADO,MINAS_GERAIS,UNCLASSIFIED
MG,ROCAS_NOVAS,MINAS_GERAIS,UNCLASSIFIED
MG,SANTA_CRUZ_DE_MINAS,MINAS_GERAIS,UNCLASSIFIED
MG,SAO_GONCALO_DO_RIO_DAS_PEDRAS,MINAS_GERAIS,UNCLASSIFIED
MG,VIRGINOPOLIS,MINAS_GERAIS,UNCLASSIFIED
MS,ALCINOPOLIS,MATO_GROSSO_DO_SUL,CAMPO_GRANDE
MS,PICADINHA,MATO_GROSSO_DO_SUL,UNCLASSIFIED
PA,BAGRE,PARA,UNCLASSIFIED
PA,MAGALHAES_BARATA,PARA,UNCLASSIFIED
PA,PORTO_SALVO,PARA,UNCLASSIFIED
PA,SANTO_ANTONIO_DO_TAUA,PARA,BELEM
PB,AROEIRAS,PARAIBA,UNCLASSIFIED
PB,GURINHEM,PARAIBA,UNCLASSIFIED
PB,JUAREZ_TAVORA,PARAIBA,UNCLASSIFIED
PB,PAULISTA,PARAIBA,UNCLASSIFIED
PE,BELEM_DE_MARIA,PERNAMBUCO,UNCLASSIFIED
PE,UPATININGA,PERNAMBUCO,UNCLASSIFIED
PI,COCAL_DE_TELHA,PIAUI,TERESINA
PI,JOAO_COSTA,PIAUI,UNCLASSIFIED
PI,JOSE_DE_FREITAS,PIAUI,TERESINA
PR,LUPIONOPOLIS,PARANA,UNCLASSIFIED
PR,SANTA_ZELIA,PARANA,UNCLASSIFIED
RJ,TERESOPOLIS,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,VARRE_SAI,RIO_DE_JANEIRO,UNCLASSIFIED
RN,ACARI,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,CARNAUBA_DOS_DANTAS,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,CRUZETA,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RO,ALTA_FLORESTA_DOESTE,RONDONIA,PORTO_VELHO
RS,ALTO_ALEGRE,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,BALNEARIO_PINHAL,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,CANOAS,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,CRISTAL,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,DEZESSEIS_DE_NOVEMBRO,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,FAXINAL_DO_SOTURNO,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,FORTALEZA_DOS_VALOS,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,GAURAMA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,ILHA_DOS_MARINHEIROS,RIO_GRANDE_DO_SUL,UNCLASSIFIED
SC,CAMPOS_NOVOS,SANTA_CATARINA,UNCLASSIFIED
SC,COCAL_DO_SUL,SANTA_CATARINA,UNCLASSIFIED
SC,CRICIUMA,SANTA_CATARINA,UNCLASSIFIED
SC,MATOS_COSTA,SANTA_CATARINA,UNCLASSIFIED
SC,TIMBE_DO_SUL,SANTA_CATARINA,UNCLASSIFIED
SC,ZORTEA,SANTA_CATARINA,UNCLASSIFIED
SP,BORACEIA,SAO_PAULO,UNCLASSIFIED
SP,CAMPOS_DE_CUNHA,SAO_PAULO,UNCLASSIFIED
SP,CAPIVARI,SAO_PAULO,CAMPINAS
SP,IPERO,SAO_PAULO,UNCLASSIFIED
SP,RIFAINA,SAO_PAULO,UNCLASSIFIED
TO,XAMBIOA,TOCANTINS,UNCLASSIFIED
AL,JUNQUEIRO,ALAGOAS,MACEIO
AL,OLHO_DAGUA_DO_CASADO,ALAGOAS,MACEIO
BA,ANAGE,BAHIA,UNCLASSIFIED
BA,AURELINO_LEAL,BAHIA,UNCLASSIFIED
BA,BOA_NOVA,BAHIA,UNCLASSIFIED
BA,BOA_UNIAO,BAHIA,UNCLASSIFIED
BA,BOA_VISTA_DO_TUPIM,BAHIA,SALVADOR
BA,MUNDO_NOVO,BAHIA,SALVADOR
CE,GROAIRAS,CEARA,FORTALEZA
CE,IRAUCUBA,CEARA,FORTALEZA
CE,SALITRE,CEARA,UNCLASSIFIED
CE,SOBRAL,CEARA,FORTALEZA
ES,GOVERNADOR_LINDENBERG,ESPIRITO_SANTO,UNCLASSIFIED
ES,MARATAIZES,ESPIRITO_SANTO,UNCLASSIFIED
ES,SAO_JOSE_DO_CALCADO,ESPIRITO_SANTO,UNCLASSIFIED
ES,VILA_VELHA,ESPIRITO_SANTO,VITORIA
GO,GUAPO,GOIAS,GOIANIA
GO,HIDROLANDIA,GOIAS,GOIANIA
MA,ARAME,MARANHAO,UNCLASSIFIED
MA,ITAIPAVA_DO_GRAJAU,MARANHAO,UNCLASSIFIED
MA,PENALVA,MARANHAO,SAO_LUIS
MA,TASSO_FRAGOSO,MARANHAO,UNCLASSIFIED
MG,ABADIA_DOS_DOURADOS,MINAS_GERAIS,UNCLASSIFIED
MG,ARAUJOS,MINAS_GERAIS,UNCLASSIFIED
MG,BELO_ORIENTE,MINAS_GERAIS,UNCLASSIFIED
MG,CAMPOS_GERAIS,MINAS_GERAIS,UNCLASSIFIED
MG,CASCALHO_RICO,MINAS_GERAIS,UNCLASSIFIED
MG,CONEGO_MARINHO,MINAS_GERAIS,UNCLASSIFIED
MG,DIVISA_NOVA,MINAS_GERAIS,UNCLASSIFIED
MG,FELICIO_DOS_SANTOS,MINAS_GERAIS,UNCLASSIFIED
MG,FRANCISCO_BADARO,MINAS_GERAIS,UNCLASSIFIED
MG,ITANHOMI,MINAS_GERAIS,UNCLASSIFIED
MG,MONTE_SIAO,MINAS_GERAIS,UNCLASSIFIED
MG,PATIS,MINAS_GERAIS,UNCLASSIFIED
MG,SAO_JOAO_DO_MANHUACU,MINAS_GERAIS,BELO_HORIZONTE
MG,SAO_JOAO_DO_PARAISO,MINAS_GERAIS,UNCLASSIFIED
MG,SAO_VICENTE,MINAS_GERAIS,UNCLASSIFIED
MG,SOLEDADE_DE_MINAS,MINAS_GERAIS,UNCLASSIFIED
MG,TUPACIGUARA,MINAS_GERAIS,UNCLASSIFIED
MS,BATAYPORA,MATO_GROSSO_DO_SUL,UNCLASSIFIED
MT,CANABRAVA_DO_NORTE,MATO_GROSSO,CUIABA
MT,JACIARA,MATO_GROSSO,UNCLASSIFIED
MT,PARANATINGA,MATO_GROSSO,UNCLASSIFIED
PA,BREU_BRANCO,PARA,UNCLASSIFIED
PA,CURUCA,PARA,BELEM
PA,PARAUAPEBAS,PARA,UNCLASSIFIED
PA,PORTEL,PARA,BELEM
PA,SAO_DOMINGOS_DO_ARAGUAIA,PARA,UNCLASSIFIED
PB,CACHOEIRA_DOS_INDIOS,PARAIBA,UNCLASSIFIED
PB,ITATUBA,PARAIBA,JOAO_PESSOA
PE,GRAVATA,PERNAMBUCO,UNCLASSIFIED
PI,CRISTALANDIA_DO_PIAUI,PIAUI,UNCLASSIFIED
PI,PAQUETA,PIAUI,UNCLASSIFIED
PI,PORTO,PIAUI,TERESINA
PI,SAO_FRANCISCO_DO_PIAUI,PIAUI,UNCLASSIFIED
PI,SAO_JOSE_DO_PEIXE,PIAUI,UNCLASSIFIED
PI,SIGEFREDO_PACHECO,PIAUI,UNCLASSIFIED
PR,ALVORADA_DO_SUL,PARANA,UNCLASSIFIED
PR,ARAUCARIA,PARANA,CURITBA
PR,MATO_RICO,PARANA,UNCLASSIFIED
PR,SANTO_ANTONIO_DA_PLATINA,PARANA,UNCLASSIFIED
RJ,CAMPOS_DOS_GOYTACAZES,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,SAO_VICENTE_DE_PAULA,RIO_DE_JANEIRO,UNCLASSIFIED
RN,GOVERNADOR_DIX_SEPT_ROSADO,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,MONTE_DAS_GAMELEIRAS,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,PARAU,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,SANTANA_DO_SERIDO,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RS,CACEQUI,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,CASCA,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,ELDORADO_DO_SUL,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,FAXINALZINHO,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,MORRINHOS_DO_SUL,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,PIRAPO,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,SALVADOR_DAS_MISSOES,RIO_GRANDE_DO_SUL,UNCLASSIFIED
SC,ANITA_GARIBALDI,SANTA_CATARINA,UNCLASSIFIED
SC,ARABUTA,SANTA_CATARINA,UNCLASSIFIED
SC,LAURENTINO,SANTA_CATARINA,UNCLASSIFIED
SC,RIO_RUFINO,SANTA_CATARINA,UNCLASSIFIED
SP,ATIBAIA,SAO_PAULO,UNCLASSIFIED
SP,BARRINHA,SAO_PAULO,UNCLASSIFIED
SP,BREJO_ALEGRE,SAO_PAULO,UNCLASSIFIED
SP,GUARUJA,SAO_PAULO,UNCLASSIFIED
SP,ITAPEVA,SAO_PAULO,UNCLASSIFIED
SP,MIRA_ESTRELA,SAO_PAULO,UNCLASSIFIED
SP,NOVA_INDEPENDENCIA,SAO_PAULO,UNCLASSIFIED
SP,PACAEMBU,SAO_PAULO,UNCLASSIFIED
SP,PEDERNEIRAS,SAO_PAULO,UNCLASSIFIED
SP,PIRAPOZINHO,SAO_PAULO,UNCLASSIFIED
SP,TIMBURI,SAO_PAULO,UNCLASSIFIED
TO,NOVA_ROSALANDIA,TOCANTINS,UNCLASSIFIED
AC,RODRIGUES_ALVES,ACRE,RIO_BRANCO
AL,CACIMBINHAS,ALAGOAS,MACEIO
AL,CAJUEIRO,ALAGOAS,MACEIO
AL,IGREJA_NOVA,ALAGOAS,MACEIO
AP,PORTO_GRANDE,AMAPA,MACAPA
BA,CANAPOLIS,BAHIA,UNCLASSIFIED
BA,CRUSSAI,BAHIA,UNCLASSIFIED
BA,NOVA_IBIA,BAHIA,SALVADOR
BA,PLANALTINO,BAHIA,UNCLASSIFIED
BA,RIACHO_DE_SANTANA,BAHIA,UNCLASSIFIED
BA,SERRA_PRETA,BAHIA,UNCLASSIFIED
BA,TABOQUINHAS,BAHIA,UNCLASSIFIED
CE,BORGES,CEARA,UNCLASSIFIED
CE,CRUZ,CEARA,FORTALEZA
DF,PLANALTINA,DISTRITO_FEDERAL,UNCLASSIFIED
ES,CACHOEIRO_DE_ITAPEMIRIM,ESPIRITO_SANTO,UNCLASSIFIED
ES,SAO_MATEUS,ESPIRITO_SANTO,UNCLASSIFIED
GO,ITAUCU,GOIAS,GOIANIA
GO,SANTA_TEREZINHA_DE_GOIAS,GOIAS,UNCLASSIFIED
MA,PINDARE_MIRIM,MARANHAO,UNCLASSIFIED
MA,SAO_JOSE_DOS_BASILIOS,MARANHAO,UNCLASSIFIED
MG,DIVINO,MINAS_GERAIS,UNCLASSIFIED
MG,FUNILANDIA,MINAS_GERAIS,BELO_HORIZONTE
MG,GUAPE,MINAS_GERAIS,UNCLASSIFIED
MG,JOSE_GONCALVES_DE_MINAS,MINAS_GERAIS,UNCLASSIFIED
MG,ORIZANIA,MINAS_GERAIS,BELO_HORIZONTE
MG,PERDOES,MINAS_GERAIS,UNCLASSIFIED
MG,POAIA,MINAS_GERAIS,UNCLASSIFIED
MG,SAO_SEBASTIAO_DOS_POCOES,MINAS_GERAIS,UNCLASSIFIED
MG,SENHORA_DO_PORTO,MINAS_GERAIS,UNCLASSIFIED
MG,URUCANIA,MINAS_GERAIS,BELO_HORIZONTE
MS,CORGUINHO,MATO_GROSSO_DO_SUL,CAMPO_GRANDE
MS,MORUMBI,MATO_GROSSO_DO_SUL,UNCLASSIFIED
MS,SAO_JOSE,MATO_GROSSO_DO_SUL,UNCLASSIFIED
MT,ARAPUTANGA,MATO_GROSSO,CUIABA
MT,GUARANTA_DO_NORTE,MATO_GROSSO,UNCLASSIFIED
MT,NOVA_MONTE_VERDE,MATO_GROSSO,UNCLASSIFIED
PA,PLACAS,PARA,UNCLASSIFIED
PB,MAMANGUAPE,PARAIBA,JOAO_PESSOA
PB,MANAIRA,PARAIBA,UNCLASSIFIED
PE,PARNAMIRIM,PERNAMBUCO,UNCLASSIFIED
PI,ITAUEIRA,PIAUI,UNCLASSIFIED
PI,JATOBA_DO_PIAUI,PIAUI,TERESINA
PI,MILTON_BRANDAO,PIAUI,TERESINA
PI,SIMOES,PIAUI,TERESINA
PR,CASCAVEL,PARANA,UNCLASSIFIED
PR,CRISTO_REI,PARANA,UNCLASSIFIED
PR,PRANCHITA,PARANA,UNCLASSIFIED
PR,SANTA_LUZIA_DA_ALVORADA,PARANA,UNCLASSIFIED
PR,SANTA_MARGARIDA,PARANA,UNCLASSIFIED
RJ,BANQUETE,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,NOVA_FRIBURGO,RIO_DE_JANEIRO,UNCLASSIFIED
RJ,TAPERA,RIO_DE_JANEIRO,UNCLASSIFIED
RN,JOSE_DA_PENHA,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,NOVA_CRUZ,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,PILOES,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RN,SAO_JOSE_DO_SERIDO,RIO_GRANDE_DO_NORTE,UNCLASSIFIED
RO,JARU,RONDONIA,PORTO_VELHO
RO,MONTE_NEGRO,RONDONIA,PORTO_VELHO
RS,CERRO_BRANCO,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,DERRUBADAS,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,ENTRE_IJUIS,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,ROLADOR,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,SALVADOR_DO_SUL,RIO_GRANDE_DO_SUL,PORTO_ALEGRE
RS,SAO_JOSE_DOS_AUSENTES,RIO_GRANDE_DO_SUL,UNCLASSIFIED
RS,SAO_MIGUEL,RIO_GRANDE_DO_SUL,UNCLASSIFIED
SC,ANGELINA,SANTA_CATARINA,FLORIANOPOLIS
SC,PAPANDUVA,SANTA_CATARINA,UNCLASSIFIED
SC,PETROLANDIA,SANTA_CATARINA,UNCLASSIFIED
SE,ARAUA,SERGIPE,ARACAJU
SE,SIRIRI,SERGIPE,ARACAJU
SP,BOFETE,SAO_PAULO,UNCLASSIFIED
SP,COSMORAMA,SAO_PAULO,UNCLASSIFIED
SP,DUPLO_CEU,SAO_PAULO,UNCLASSIFIED
SP,IBITIUVA,SAO_PAULO,UNCLASSIFIED
SP,MOGI_GUACU,SAO_PAULO,CAMPINAS
SP,NHANDEARA,SAO_PAULO,UNCLASSIFIED
SP,NOVA_LUZITANIA,SAO_PAULO,UNCLASSIFIED
SP,PERUIBE,SAO_PAULO,UNCLASSIFIED
SP,VINHEDO,SAO_PAULO,CAMPINAS
SP,VITORIA_BRASIL,SAO_PAULO,UNCLASSIFIED
TO,AUGUSTINOPOLIS,TOCANTINS,UNCLASSIFIED
TO,MATEIROS,TOCANTINS,PALMAS
TO,SAO_VALERIO_DA_NATIVIDADE,TOCANTINS,UNCLASSIFIED
TO,TOCANTINIA,TOCANTINS,PALMAS
AM,RIO_PRETO_DA_EVA,AMAZONAS,MANAUS
BA,CRUZ_DAS_ALMAS,BAHIA,UNCLASSIFIED
BA,JACUIPE,BAHIA,UNCLASSIFIED
BA,MARAGOGIPINHO,BAHIA,UNCLASSIFIED
BA,PARATINGA,BAHIA,UNCLASSIFIED
BA,SANTA_BARBARA,BAHIA,UNCLASSIFIED
BA,SEABRA,BAHIA,SALVADOR
CE,ABAIARA,CEARA,UNCLASSIFIED
CE,CAMOCIM,CEARA,FORTALEZA
CE,CAPISTRANO,CEARA,FORTALEZA
CE,ICOZINHO,CEARA,UNCLASSIFIED
CE,NOVO_ORIENTE,CEARA,UNCLASSIFIED
CE,SAO_GONCALO_DO_AMARANTE,CEARA,FORTALEZA
ES,ITARANA,ESPIRITO_SANTO,UNCLASSIFIED
ES,NOVO_BRASIL,ESPIRITO_SANTO,UNCLASSIFIED
GO,PIRENOPOLIS,GOIAS,UNCLASSIFIED
GO,PIRES_DO_RIO,GOIAS,UNCLASSIFIED
GO,SANTA_ISABEL,GOIAS,UNCLASSIFIED
MA,CIDELANDIA,MARANHAO,UNCLASSIFIED
MA,COELHO_NETO,MARANHAO,UNCLASSIFIED
MA,LORETO,MARANHAO,UNCLASSIFIED
MA,MIRINZAL,MARANHAO,SAO_LUIS
MG,ACUCENA,MINAS_GERAIS,UNCLASSIFIED
MG,ANTONIO_FERREIRA,MINAS_GERAIS,UNCLASSIFIED
MG,BREJO_BONITO,MINAS_GERAIS,UNCLASSIFIED
MG,FORTUNA_DE_MINAS,MINAS_GERAIS,BELO_HORIZONTE
MG,GURINHATA,MINAS_GERAIS,UNCLASSIFIED
MG,IBIAI,MINAS_GERAIS,UNCLASSIFIED
MG,INDAIABIRA,MINAS_GERAIS,UNCLASSIFIED
