gmt_trans_date,geo_dma,purchase,cancel
1/1/2020,508,321,51
1/1/2020,509,52,10
1/1/2020,511,2070,366
1/1/2020,512,700,124
1/1/2020,514,201,44
1/1/2020,515,313,60
1/1/2020,517,706,126
1/1/2020,522,69,16
1/1/2020,526,27,4
1/1/2020,534,1660,209
1/1/2020,545,50,6
1/1/2020,546,89,12
1/1/2020,555,135,25
1/1/2020,560,428,70
1/1/2020,563,243,58
1/1/2020,576,56,5
1/1/2020,584,40,2
1/1/2020,603,21,2
1/1/2020,604,158,20
1/1/2020,609,721,122
1/1/2020,612,75,17
1/1/2020,613,977,154
1/1/2020,619,101,15
1/1/2020,625,118,25
1/1/2020,627,37,6
1/1/2020,632,149,20
1/1/2020,638,6,1
1/1/2020,640,231,60
1/1/2020,644,17,3
1/1/2020,650,240,39
1/1/2020,651,52,6
1/1/2020,652,240,38
1/1/2020,658,210,29
1/1/2020,662,32,3
1/1/2020,670,73,6
1/1/2020,673,16,1
1/1/2020,675,61,13
1/1/2020,682,81,17
1/1/2020,686,169,39
1/1/2020,717,16,1
1/1/2020,736,12,3
1/1/2020,756,41,4
1/1/2020,767,27,4
1/1/2020,771,30,6
1/1/2020,773,41,7
1/1/2020,798,2,1
1/1/2020,800,111,15
1/1/2020,801,103,15
1/1/2020,811,177,36
1/2/2020,503,69,16
1/2/2020,511,3165,551
1/2/2020,522,107,17
1/2/2020,527,610,116
1/2/2020,529,312,48
1/2/2020,531,82,18
1/2/2020,534,2378,314
1/2/2020,541,153,18
1/2/2020,547,124,31
1/2/2020,551,172,20
1/2/2020,553,39,4
1/2/2020,555,177,38
1/2/2020,564,79,19
1/2/2020,567,396,71
1/2/2020,575,144,35
1/2/2020,583,12,0
1/2/2020,598,27,4
1/2/2020,600,104,15
1/2/2020,603,55,9
1/2/2020,604,209,38
1/2/2020,610,85,18
1/2/2020,617,485,98
1/2/2020,618,3035,499
1/2/2020,628,61,11
1/2/2020,630,319,73
1/2/2020,634,100,21
1/2/2020,647,33,5
1/2/2020,648,299,34
1/2/2020,650,369,65
1/2/2020,661,48,4
1/2/2020,662,47,6
1/2/2020,673,36,6
1/2/2020,678,205,33
1/2/2020,705,82,10
1/2/2020,716,197,33
1/2/2020,722,132,25
1/2/2020,747,22,2
1/2/2020,752,294,53
1/2/2020,753,2220,379
1/2/2020,755,44,7
1/2/2020,759,70,9
1/2/2020,766,28,7
1/2/2020,801,138,23
1/2/2020,804,148,31
1/2/2020,821,74,15
1/2/2020,855,260,47
1/2/2020,862,2057,356
1/3/2020,507,185,44
1/3/2020,510,869,172
1/3/2020,514,339,58
1/3/2020,516,38,9
1/3/2020,518,266,58
1/3/2020,520,78,15
1/3/2020,527,650,122
1/3/2020,532,331,69
1/3/2020,535,511,105
1/3/2020,537,49,9
1/3/2020,545,82,11
1/3/2020,546,167,40
1/3/2020,548,594,93
1/3/2020,550,88,16
1/3/2020,551,157,32
1/3/2020,553,38,5
1/3/2020,558,27,0
1/3/2020,559,18,4
1/3/2020,573,251,27
1/3/2020,575,199,40
1/3/2020,583,10,3
1/3/2020,584,55,3
1/3/2020,588,139,26
1/3/2020,600,123,30
1/3/2020,605,65,8
1/3/2020,609,945,181
1/3/2020,610,99,24
1/3/2020,617,538,98
1/3/2020,633,154,31
1/3/2020,636,177,22
1/3/2020,639,30,5
1/3/2020,641,857,124
1/3/2020,647,24,2
1/3/2020,648,247,40
1/3/2020,650,373,72
1/3/2020,652,376,54
1/3/2020,656,61,11
1/3/2020,658,275,57
1/3/2020,671,208,38
1/3/2020,691,123,24
1/3/2020,717,29,6
1/3/2020,734,26,2
1/3/2020,747,29,5
1/3/2020,753,2354,379
1/3/2020,760,41,5
1/3/2020,766,12,1
1/3/2020,773,67,14
1/3/2020,798,1,1
1/4/2020,503,41,10
1/4/2020,511,2491,462
1/4/2020,513,115,14
1/4/2020,515,334,61
1/4/2020,520,62,8
1/4/2020,525,24,13
1/4/2020,530,113,26
1/4/2020,534,1796,329
1/4/2020,540,73,23
1/4/2020,544,424,90
1/4/2020,547,106,24
1/4/2020,549,26,4
1/4/2020,558,24,5
1/4/2020,560,568,115
1/4/2020,567,369,47
1/4/2020,569,33,3
1/4/2020,571,365,72
1/4/2020,575,120,17
1/4/2020,581,27,3
1/4/2020,583,8,1
1/4/2020,588,97,16
1/4/2020,602,3959,609
1/4/2020,603,26,4
1/4/2020,610,70,16
1/4/2020,616,769,112
1/4/2020,630,296,60
1/4/2020,632,77,16
1/4/2020,635,799,113
1/4/2020,637,201,19
1/4/2020,638,18,2
1/4/2020,641,826,99
1/4/2020,650,275,62
1/4/2020,651,54,11
1/4/2020,657,43,4
1/4/2020,658,178,34
1/4/2020,670,80,17
1/4/2020,671,223,44
1/4/2020,673,20,6
1/4/2020,679,260,43
1/4/2020,691,81,13
1/4/2020,698,50,24
1/4/2020,705,72,12
1/4/2020,717,32,6
1/4/2020,740,9,1
1/4/2020,747,7,2
1/4/2020,752,221,51
1/4/2020,753,2004,338
1/4/2020,767,37,4
1/4/2020,773,47,11
1/4/2020,789,240,49
1/4/2020,801,107,14
1/4/2020,802,41,1
1/4/2020,810,136,24
1/4/2020,811,280,38
1/4/2020,813,88,18
1/5/2020,0,6,1
1/5/2020,503,54,14
1/5/2020,509,64,7
1/5/2020,514,270,63
1/5/2020,517,842,123
1/5/2020,519,113,17
1/5/2020,520,39,4
1/5/2020,521,280,45
1/5/2020,523,244,34
1/5/2020,528,2000,299
1/5/2020,533,463,70
1/5/2020,537,51,4
1/5/2020,539,1212,152
1/5/2020,541,100,22
1/5/2020,546,120,26
1/5/2020,548,429,84
1/5/2020,549,22,1
1/5/2020,550,82,23
1/5/2020,563,325,54
1/5/2020,565,20,1
1/5/2020,570,150,35
1/5/2020,571,318,51
1/5/2020,576,71,16
1/5/2020,602,3460,442
1/5/2020,603,37,9
1/5/2020,606,25,4
1/5/2020,616,670,67
1/5/2020,624,43,6
1/5/2020,635,710,119
1/5/2020,637,192,23
1/5/2020,638,12,0
1/5/2020,644,18,6
1/5/2020,651,44,5
1/5/2020,656,49,10
1/5/2020,657,27,5
1/5/2020,658,171,24
1/5/2020,669,180,34
1/5/2020,673,30,6
1/5/2020,678,136,11
1/5/2020,679,233,31
1/5/2020,682,102,10
1/5/2020,686,174,26
1/5/2020,691,68,14
1/5/2020,702,101,13
1/5/2020,710,48,6
1/5/2020,716,138,28
1/5/2020,724,109,9
1/5/2020,749,24,2
1/5/2020,757,175,37
1/5/2020,762,62,6
1/5/2020,766,12,2
1/5/2020,767,39,3
1/5/2020,770,1062,139
1/5/2020,771,32,6
1/5/2020,798,1,1
1/5/2020,801,104,15
1/5/2020,803,7383,1061
1/5/2020,807,4100,747
1/5/2020,825,1002,156
1/5/2020,862,1749,279
1/6/2020,0,23,3
1/6/2020,500,195,38
1/6/2020,503,89,15
1/6/2020,512,939,167
1/6/2020,521,338,56
1/6/2020,527,597,104
1/6/2020,528,2396,321
1/6/2020,529,314,41
1/6/2020,535,504,106
1/6/2020,539,1499,201
1/6/2020,544,379,68
1/6/2020,547,116,28
1/6/2020,550,85,15
1/6/2020,554,24,7
1/6/2020,556,371,54
1/6/2020,558,21,2
1/6/2020,560,678,103
1/6/2020,566,338,56
1/6/2020,573,162,14
1/6/2020,575,131,19
1/6/2020,576,72,11
1/6/2020,596,7,1
1/6/2020,626,14,4
1/6/2020,628,71,13
1/6/2020,633,155,20
1/6/2020,635,945,152
1/6/2020,636,168,22
1/6/2020,640,371,50
1/6/2020,641,857,116
1/6/2020,642,104,24
1/6/2020,647,19,6
1/6/2020,648,151,36
1/6/2020,650,349,45
1/6/2020,651,110,9
1/6/2020,657,37,3
1/6/2020,661,35,6
1/6/2020,671,190,20
1/6/2020,736,30,3
1/6/2020,743,118,17
1/6/2020,744,364,92
1/6/2020,745,27,5
1/6/2020,752,273,29
1/6/2020,753,2187,315
1/6/2020,754,77,9
1/6/2020,755,34,4
1/6/2020,759,80,16
1/6/2020,767,37,5
1/6/2020,804,122,29
1/6/2020,813,112,16
1/6/2020,819,2329,374
1/6/2020,825,1265,231
1/6/2020,828,250,42
1/6/2020,855,276,31
1/6/2020,866,483,84
1/7/2020,0,22,3
1/7/2020,503,75,11
1/7/2020,506,2174,396
1/7/2020,508,524,104
1/7/2020,511,3153,540
1/7/2020,512,961,164
1/7/2020,515,421,77
1/7/2020,521,355,68
1/7/2020,526,44,9
1/7/2020,536,68,7
1/7/2020,542,229,38
1/7/2020,547,133,20
1/7/2020,552,9,2
1/7/2020,559,21,2
1/7/2020,560,701,100
1/7/2020,561,402,95
1/7/2020,566,342,58
1/7/2020,581,26,2
1/7/2020,582,48,10
1/7/2020,598,25,4
1/7/2020,600,82,21
1/7/2020,604,71,23
1/7/2020,609,711,138
1/7/2020,610,91,28
1/7/2020,617,509,91
1/7/2020,623,4437,654
1/7/2020,628,57,11
1/7/2020,631,11,5
1/7/2020,634,111,11
1/7/2020,635,971,168
1/7/2020,636,186,15
1/7/2020,642,104,21
1/7/2020,644,26,6
1/7/2020,657,40,3
1/7/2020,659,776,126
1/7/2020,661,39,5
1/7/2020,662,54,8
1/7/2020,671,225,31
1/7/2020,673,46,4
1/7/2020,678,190,31
1/7/2020,686,263,47
1/7/2020,691,128,25
1/7/2020,702,161,20
1/7/2020,709,153,22
1/7/2020,710,81,12
1/7/2020,711,7,5
1/7/2020,717,36,5
1/7/2020,722,129,14
1/7/2020,743,122,12
1/7/2020,747,17,5
1/7/2020,749,32,6
1/7/2020,802,39,8
1/7/2020,813,128,31
1/7/2020,828,254,32
1/7/2020,855,280,38
1/8/2020,502,32,6
1/8/2020,507,150,25
1/8/2020,508,540,96
1/8/2020,514,300,79
1/8/2020,530,134,17
1/8/2020,531,72,11
1/8/2020,540,93,9
1/8/2020,542,235,33
1/8/2020,543,188,34
1/8/2020,544,390,101
1/8/2020,546,141,24
1/8/2020,548,577,115
1/8/2020,549,18,9
1/8/2020,551,141,26
1/8/2020,553,37,5
1/8/2020,565,18,6
1/8/2020,570,146,38
1/8/2020,574,107,11
1/8/2020,575,178,26
1/8/2020,588,140,22
1/8/2020,592,124,21
1/8/2020,596,20,2
1/8/2020,598,25,7
1/8/2020,612,110,26
1/8/2020,624,46,9
1/8/2020,626,21,2
1/8/2020,627,35,4
1/8/2020,628,60,15
1/8/2020,637,255,35
1/8/2020,643,31,8
1/8/2020,647,16,2
1/8/2020,652,379,58
1/8/2020,661,34,2
1/8/2020,671,208,29
1/8/2020,673,36,7
1/8/2020,678,195,46
1/8/2020,698,87,18
1/8/2020,702,110,17
1/8/2020,725,125,28
1/8/2020,736,20,3
1/8/2020,744,463,83
1/8/2020,746,45,24
1/8/2020,753,2198,404
1/8/2020,756,58,9
1/8/2020,758,98,10
1/8/2020,771,72,8
1/8/2020,813,88,26
1/8/2020,821,60,10
1/8/2020,839,1351,270
1/8/2020,855,246,44
1/8/2020,881,242,41
1/9/2020,509,77,17
1/9/2020,520,67,19
1/9/2020,526,43,7
1/9/2020,529,346,42
1/9/2020,531,67,14
1/9/2020,532,308,56
1/9/2020,542,247,25
1/9/2020,545,98,17
1/9/2020,549,20,4
1/9/2020,550,65,19
1/9/2020,560,587,111
1/9/2020,582,34,6
1/9/2020,583,8,4
1/9/2020,600,110,18
1/9/2020,603,48,6
1/9/2020,605,68,9
1/9/2020,606,31,12
1/9/2020,609,659,166
1/9/2020,611,93,19
1/9/2020,612,124,22
1/9/2020,624,68,7
1/9/2020,625,194,43
1/9/2020,628,81,16
1/9/2020,631,23,9
1/9/2020,632,108,34
1/9/2020,640,425,66
1/9/2020,642,88,16
1/9/2020,649,94,22
1/9/2020,652,364,64
1/9/2020,656,53,13
1/9/2020,657,45,3
1/9/2020,661,49,5
1/9/2020,673,39,10
1/9/2020,675,136,30
1/9/2020,679,269,42
1/9/2020,702,102,21
1/9/2020,709,164,24
1/9/2020,711,20,1
1/9/2020,722,134,25
1/9/2020,724,127,19
1/9/2020,736,32,9
1/9/2020,737,21,4
1/9/2020,749,42,6
1/9/2020,751,2521,398
1/9/2020,752,273,37
1/9/2020,757,224,31
1/9/2020,759,79,18
1/9/2020,760,44,6
1/9/2020,762,82,18
1/9/2020,771,69,12
1/9/2020,789,288,53
1/9/2020,798,3,0
1/9/2020,802,66,12
1/9/2020,813,110,21
1/9/2020,820,1200,223
1/9/2020,825,1311,247
1/10/2020,505,1499,284
1/10/2020,507,168,26
1/10/2020,509,84,19
1/10/2020,521,331,67
1/10/2020,522,108,16
1/10/2020,532,323,56
1/10/2020,533,512,110
1/10/2020,545,87,12
1/10/2020,554,16,7
1/10/2020,565,43,6
1/10/2020,573,217,25
1/10/2020,575,138,20
1/10/2020,583,2,5
1/10/2020,584,60,13
1/10/2020,598,22,5
1/10/2020,632,107,24
1/10/2020,635,991,152
1/10/2020,658,270,52
1/10/2020,659,785,132
1/10/2020,662,46,10
1/10/2020,669,253,65
1/10/2020,671,232,28
1/10/2020,673,39,10
1/10/2020,698,56,15
1/10/2020,743,130,17
1/10/2020,749,39,6
1/10/2020,790,518,82
1/10/2020,798,6,0
1/10/2020,807,5965,943
1/10/2020,866,526,114
1/11/2020,504,2024,319
1/11/2020,519,131,20
1/11/2020,526,44,7
1/11/2020,527,496,67
1/11/2020,539,1380,210
1/11/2020,541,132,9
1/11/2020,546,142,17
1/11/2020,549,31,1
1/11/2020,560,647,89
1/11/2020,567,334,46
1/11/2020,577,134,29
1/11/2020,588,111,20
1/11/2020,597,12,1
1/11/2020,602,3568,531
1/11/2020,609,574,102
1/11/2020,618,2480,365
1/11/2020,624,52,4
1/11/2020,626,13,2
1/11/2020,635,934,116
1/11/2020,636,196,39
1/11/2020,641,442,93
1/11/2020,643,39,5
1/11/2020,648,140,24
1/11/2020,656,79,6
1/11/2020,658,284,32
1/11/2020,698,77,9
1/11/2020,702,90,15
1/11/2020,705,63,8
1/11/2020,709,135,11
1/11/2020,711,11,2
1/11/2020,722,120,13
1/11/2020,725,111,14
1/11/2020,734,21,1
1/11/2020,743,109,26
1/11/2020,744,381,96
1/11/2020,746,46,7
1/11/2020,752,289,37
1/11/2020,755,19,3
1/11/2020,760,25,4
1/11/2020,764,37,7
1/11/2020,766,25,1
1/11/2020,770,1293,180
1/11/2020,813,98,18
1/11/2020,819,1910,369
1/11/2020,828,213,35
1/11/2020,839,1486,193
1/11/2020,855,241,35
1/11/2020,862,1639,277
1/11/2020,868,94,14
1/12/2020,501,5847,962
1/12/2020,504,1859,272
1/12/2020,506,1653,323
1/12/2020,509,70,12
1/12/2020,510,741,93
1/12/2020,517,839,120
1/12/2020,519,161,21
1/12/2020,523,254,46
1/12/2020,529,226,33
1/12/2020,539,1329,200
1/12/2020,547,111,21
1/12/2020,552,11,0
1/12/2020,553,25,2
1/12/2020,563,353,44
1/12/2020,564,97,15
1/12/2020,565,25,9
1/12/2020,574,74,10
1/12/2020,575,136,22
1/12/2020,576,60,9
1/12/2020,582,47,4
1/12/2020,584,60,6
1/12/2020,588,124,20
1/12/2020,592,58,15
1/12/2020,596,5,1
1/12/2020,597,13,0
1/12/2020,603,34,2
1/12/2020,605,50,6
1/12/2020,606,18,7
1/12/2020,612,98,15
1/12/2020,622,323,57
1/12/2020,631,7,4
1/12/2020,633,143,22
1/12/2020,634,88,14
1/12/2020,638,12,1
1/12/2020,643,32,10
1/12/2020,669,201,35
1/12/2020,673,26,5
1/12/2020,682,118,24
1/12/2020,722,120,13
1/12/2020,734,23,1
1/12/2020,762,94,15
1/12/2020,764,39,2
1/12/2020,765,130,19
1/12/2020,800,117,17
1/12/2020,813,68,18
1/12/2020,855,211,39
1/12/2020,862,1596,319
1/12/2020,866,329,74
1/12/2020,881,161,32
1/13/2020,0,18,4
1/13/2020,508,530,89
1/13/2020,512,968,194
1/13/2020,519,191,35
1/13/2020,520,81,26
1/13/2020,528,2474,435
1/13/2020,529,303,52
1/13/2020,533,533,118
1/13/2020,535,541,120
1/13/2020,537,55,11
1/13/2020,538,236,46
1/13/2020,542,180,41
1/13/2020,543,192,39
1/13/2020,545,104,16
1/13/2020,549,29,4
1/13/2020,550,95,20
1/13/2020,552,9,4
1/13/2020,553,27,10
1/13/2020,554,22,7
1/13/2020,558,20,12
1/13/2020,560,757,160
1/13/2020,566,344,47
1/13/2020,573,234,32
1/13/2020,575,157,24
1/13/2020,582,37,5
1/13/2020,596,9,2
1/13/2020,600,99,21
1/13/2020,602,3893,759
1/13/2020,605,72,13
1/13/2020,610,73,12
1/13/2020,611,80,22
1/13/2020,619,150,28
1/13/2020,627,55,5
1/13/2020,628,68,7
1/13/2020,638,23,2
1/13/2020,650,397,52
1/13/2020,661,33,5
1/13/2020,662,51,11
1/13/2020,687,149,21
1/13/2020,691,99,25
1/13/2020,698,91,23
1/13/2020,709,140,17
1/13/2020,734,33,7
1/13/2020,736,48,5
1/13/2020,737,18,3
1/13/2020,743,120,25
1/13/2020,757,257,63
1/13/2020,759,92,11
1/13/2020,765,170,25
1/13/2020,773,99,16
1/13/2020,801,156,35
1/13/2020,802,35,8
1/13/2020,828,252,55
1/14/2020,500,207,37
1/14/2020,502,37,12
1/14/2020,506,2134,464
1/14/2020,512,973,206
1/14/2020,513,155,36
1/14/2020,519,177,45
1/14/2020,523,266,48
1/14/2020,537,36,10
1/14/2020,538,226,47
1/14/2020,542,144,38
1/14/2020,552,4,0
1/14/2020,554,20,6
1/14/2020,565,27,9
1/14/2020,569,47,7
1/14/2020,573,212,44
1/14/2020,575,169,26
1/14/2020,582,40,7
1/14/2020,583,5,4
1/14/2020,584,68,8
1/14/2020,604,58,23
1/14/2020,605,53,10
1/14/2020,606,27,4
1/14/2020,611,81,20
1/14/2020,613,1353,286
1/14/2020,618,2717,505
1/14/2020,625,175,33
1/14/2020,632,118,24
1/14/2020,633,143,28
1/14/2020,638,17,2
1/14/2020,639,17,9
1/14/2020,647,19,3
1/14/2020,651,103,16
1/14/2020,682,121,23
1/14/2020,702,118,19
1/14/2020,724,141,26
1/14/2020,737,30,3
1/14/2020,744,412,117
1/14/2020,747,22,2
1/14/2020,759,76,13
1/14/2020,773,68,8
1/14/2020,804,126,25
1/14/2020,820,1223,239
1/14/2020,839,1322,287
1/14/2020,862,1797,415
1/15/2020,0,13,4
1/15/2020,503,51,11
1/15/2020,507,154,35
1/15/2020,509,83,13
1/15/2020,511,3229,629
1/15/2020,527,544,100
1/15/2020,532,289,63
1/15/2020,544,439,72
1/15/2020,550,72,6
1/15/2020,553,52,7
1/15/2020,554,22,5
1/15/2020,557,201,44
1/15/2020,558,33,5
1/15/2020,575,158,34
1/15/2020,584,57,14
1/15/2020,596,5,0
1/15/2020,606,40,6
1/15/2020,632,83,24
1/15/2020,633,161,34
1/15/2020,644,19,5
1/15/2020,648,155,45
1/15/2020,657,39,6
1/15/2020,659,760,164
1/15/2020,669,249,41
1/15/2020,671,180,35
1/15/2020,675,118,38
1/15/2020,686,296,37
1/15/2020,691,132,28
1/15/2020,711,13,1
1/15/2020,717,26,7
1/15/2020,747,20,3
1/15/2020,757,260,44
1/15/2020,759,67,9
1/15/2020,810,101,32
1/15/2020,839,1278,227
1/15/2020,868,117,29
1/16/2020,0,9,0
1/16/2020,505,1612,337
1/16/2020,506,2316,448
1/16/2020,507,208,26
1/16/2020,509,85,14
1/16/2020,512,1023,220
1/16/2020,514,312,68
1/16/2020,527,578,111
1/16/2020,528,2637,454
1/16/2020,531,115,14
1/16/2020,532,294,66
1/16/2020,535,502,103
1/16/2020,536,67,14
1/16/2020,537,59,8
1/16/2020,538,258,55
1/16/2020,543,219,51
1/16/2020,544,481,96
1/16/2020,545,89,15
1/16/2020,555,192,37
1/16/2020,558,71,7
1/16/2020,560,799,121
1/16/2020,563,402,66
1/16/2020,564,128,17
1/16/2020,575,169,37
1/16/2020,605,84,17
1/16/2020,606,28,7
1/16/2020,610,60,13
1/16/2020,612,137,43
1/16/2020,619,160,34
1/16/2020,627,54,6
1/16/2020,634,98,15
1/16/2020,636,208,50
1/16/2020,638,13,1
1/16/2020,640,330,79
1/16/2020,642,116,35
1/16/2020,649,82,23
1/16/2020,658,302,74
1/16/2020,679,308,79
1/16/2020,687,118,37
1/16/2020,691,133,34
1/16/2020,692,62,12
1/16/2020,705,88,32
1/16/2020,709,172,26
1/16/2020,734,32,9
1/16/2020,757,264,53
1/16/2020,758,84,16
1/16/2020,762,92,12
1/16/2020,819,2069,450
1/16/2020,868,129,24
1/17/2020,0,17,5
1/17/2020,501,7626,1455
1/17/2020,503,75,10
1/17/2020,504,2443,432
1/17/2020,505,1589,317
1/17/2020,506,2144,385
1/17/2020,507,221,54
1/17/2020,509,99,17
1/17/2020,517,1191,184
1/17/2020,518,370,55
1/17/2020,521,367,62
1/17/2020,523,283,46
1/17/2020,528,2675,423
1/17/2020,538,234,47
1/17/2020,548,571,106
1/17/2020,565,28,6
1/17/2020,570,163,38
1/17/2020,596,5,2
1/17/2020,597,13,1
1/17/2020,604,119,27
1/17/2020,606,39,8
1/17/2020,609,686,156
1/17/2020,611,73,26
1/17/2020,612,138,36
1/17/2020,624,58,25
1/17/2020,628,85,13
1/17/2020,632,84,23
1/17/2020,642,117,25
1/17/2020,644,30,4
1/17/2020,651,112,15
1/17/2020,656,67,5
1/17/2020,658,298,47
1/17/2020,662,49,8
1/17/2020,670,134,23
1/17/2020,673,40,3
1/17/2020,675,145,39
1/17/2020,692,65,16
1/17/2020,698,110,24
1/17/2020,702,80,29
1/17/2020,716,195,44
1/17/2020,718,154,34
1/17/2020,734,34,4
1/17/2020,745,17,3
1/17/2020,747,32,4
1/17/2020,757,240,45
1/17/2020,789,331,61
1/17/2020,800,155,30
1/17/2020,813,108,22
1/17/2020,820,1267,218
1/17/2020,825,1335,252
1/17/2020,855,268,47
1/17/2020,866,514,108
1/17/2020,868,105,21
1/17/2020,881,250,46
1/18/2020,504,1979,333
1/18/2020,508,453,72
1/18/2020,512,893,123
1/18/2020,514,264,58
1/18/2020,515,409,65
1/18/2020,517,1271,163
1/18/2020,520,64,6
1/18/2020,529,274,36
1/18/2020,532,276,49
1/18/2020,535,432,85
1/18/2020,539,1448,215
1/18/2020,540,57,9
1/18/2020,543,211,26
1/18/2020,551,76,18
1/18/2020,555,149,20
1/18/2020,556,275,40
1/18/2020,558,20,4
1/18/2020,567,257,55
1/18/2020,569,25,3
1/18/2020,573,184,15
1/18/2020,574,86,8
1/18/2020,577,141,26
1/18/2020,582,29,5
1/18/2020,596,4,2
1/18/2020,609,495,82
1/18/2020,612,85,21
1/18/2020,619,114,21
1/18/2020,622,330,45
1/18/2020,633,136,17
1/18/2020,634,81,15
1/18/2020,644,20,1
1/18/2020,647,11,1
1/18/2020,648,119,42
1/18/2020,651,65,7
1/18/2020,652,325,48
1/18/2020,675,117,20
1/18/2020,679,193,34
1/18/2020,691,96,15
1/18/2020,702,88,13
1/18/2020,711,9,3
1/18/2020,716,146,16
1/18/2020,725,104,31
1/18/2020,736,23,4
1/18/2020,744,334,90
1/18/2020,747,11,1
1/18/2020,749,18,6
1/18/2020,754,36,8
1/18/2020,790,474,60
1/18/2020,800,124,20
1/18/2020,866,562,73
1/18/2020,868,79,11
1/19/2020,0,10,2
1/19/2020,503,51,11
1/19/2020,509,82,20
1/19/2020,512,861,125
1/19/2020,516,50,3
1/19/2020,518,198,28
1/19/2020,520,56,13
1/19/2020,524,3129,366
1/19/2020,536,38,4
1/19/2020,543,192,33
1/19/2020,546,126,18
1/19/2020,547,114,15
1/19/2020,551,84,8
1/19/2020,553,33,4
1/19/2020,557,230,31
1/19/2020,559,19,2
1/19/2020,569,34,6
1/19/2020,573,163,16
1/19/2020,577,167,20
1/19/2020,581,26,5
1/19/2020,597,11,1
1/19/2020,611,60,12
1/19/2020,627,25,3
1/19/2020,628,47,5
1/19/2020,631,3,0
1/19/2020,632,60,14
1/19/2020,637,204,27
1/19/2020,642,67,12
1/19/2020,644,17,6
1/19/2020,650,292,44
1/19/2020,651,64,10
1/19/2020,652,265,38
1/19/2020,657,21,5
1/19/2020,659,763,113
1/19/2020,669,197,25
1/19/2020,673,31,7
1/19/2020,675,98,17
1/19/2020,678,120,11
1/19/2020,691,85,25
1/19/2020,692,58,12
1/19/2020,702,92,14
1/19/2020,705,78,8
1/19/2020,709,137,22
1/19/2020,734,21,5
1/19/2020,745,7,3
1/19/2020,746,42,5
1/19/2020,751,1958,273
1/19/2020,752,207,23
1/19/2020,753,1750,246
1/19/2020,760,40,7
1/19/2020,762,77,7
1/19/2020,773,59,7
1/19/2020,790,412,52
1/19/2020,798,1,0
1/19/2020,800,130,27
1/19/2020,807,4777,834
1/19/2020,819,1894,288
1/19/2020,825,912,161
1/19/2020,828,182,32
1/19/2020,839,1211,169
1/19/2020,855,202,30
1/19/2020,868,70,18
1/19/2020,881,193,39
1/20/2020,503,76,13
1/20/2020,506,1956,360
1/20/2020,510,828,143
1/20/2020,511,2836,509
1/20/2020,515,530,70
1/20/2020,525,22,7
1/20/2020,530,127,24
1/20/2020,541,138,31
1/20/2020,549,24,1
1/20/2020,555,175,40
1/20/2020,565,24,2
1/20/2020,569,30,8
1/20/2020,582,55,6
1/20/2020,596,3,2
1/20/2020,597,15,2
1/20/2020,605,53,16
1/20/2020,606,29,5
1/20/2020,611,55,12
1/20/2020,617,572,105
1/20/2020,637,230,35
1/20/2020,639,30,1
1/20/2020,641,749,123
1/20/2020,656,72,14
1/20/2020,659,788,139
1/20/2020,673,36,7
1/20/2020,679,225,39
1/20/2020,687,113,15
1/20/2020,722,120,22
1/20/2020,737,31,3
1/20/2020,744,356,63
1/20/2020,758,111,12
1/20/2020,764,46,8
1/20/2020,803,8525,1314
1/20/2020,839,1354,212
1/20/2020,866,430,114
1/21/2020,505,1278,330
1/21/2020,508,557,99
1/21/2020,513,169,33
1/21/2020,514,328,66
1/21/2020,515,539,93
1/21/2020,520,80,10
1/21/2020,521,351,70
1/21/2020,525,28,6
1/21/2020,527,632,124
1/21/2020,531,79,17
1/21/2020,532,303,49
1/21/2020,537,43,11
1/21/2020,539,1723,323
1/21/2020,541,141,26
1/21/2020,542,176,36
1/21/2020,546,126,59
1/21/2020,550,68,12
1/21/2020,551,112,26
1/21/2020,555,188,39
1/21/2020,558,20,2
1/21/2020,571,432,90
1/21/2020,581,35,4
1/21/2020,592,96,15
1/21/2020,598,15,2
1/21/2020,617,635,107
1/21/2020,619,176,43
1/21/2020,622,387,80
1/21/2020,624,58,9
1/21/2020,625,175,37
1/21/2020,630,311,56
1/21/2020,637,236,34
1/21/2020,638,19,3
1/21/2020,656,78,11
1/21/2020,669,245,41
1/21/2020,670,126,19
1/21/2020,675,134,16
1/21/2020,702,106,14
1/21/2020,710,76,11
1/21/2020,711,7,0
1/21/2020,716,182,30
1/21/2020,718,148,51
1/21/2020,737,25,3
1/21/2020,745,8,1
1/21/2020,749,34,5
1/21/2020,755,29,7
1/21/2020,765,150,26
1/21/2020,766,24,7
1/21/2020,771,67,10
1/21/2020,801,162,33
1/21/2020,803,8986,1722
1/21/2020,804,176,34
1/21/2020,813,117,30
1/21/2020,820,1328,255
1/22/2020,502,37,11
1/22/2020,507,167,34
1/22/2020,510,858,139
1/22/2020,518,264,48
1/22/2020,528,2237,358
1/22/2020,534,1879,292
1/22/2020,537,60,8
1/22/2020,539,1698,244
1/22/2020,541,124,24
1/22/2020,553,41,7
1/22/2020,554,8,0
1/22/2020,555,173,25
1/22/2020,556,374,57
1/22/2020,558,20,4
1/22/2020,561,455,87
1/22/2020,575,154,27
1/22/2020,592,82,12
1/22/2020,600,103,11
1/22/2020,604,79,20
1/22/2020,609,652,123
1/22/2020,618,2877,460
1/22/2020,619,137,21
1/22/2020,625,171,30
1/22/2020,626,15,2
1/22/2020,628,71,14
1/22/2020,631,9,2
