gmt_trans_date,geo_dma,purchase,cancel
3/9/2020,518,258,97
3/9/2020,522,177,37
3/9/2020,523,181,84
3/9/2020,526,47,17
3/9/2020,527,769,232
3/9/2020,535,520,198
3/9/2020,541,176,62
3/9/2020,546,144,56
3/9/2020,565,38,14
3/9/2020,566,231,88
3/9/2020,575,130,40
3/9/2020,576,50,28
3/9/2020,577,145,44
3/9/2020,582,39,21
3/9/2020,588,150,49
3/9/2020,596,8,2
3/9/2020,598,17,8
3/9/2020,600,117,35
3/9/2020,602,4172,1483
3/9/2020,606,48,15
3/9/2020,609,710,278
3/9/2020,611,71,32
3/9/2020,612,137,34
3/9/2020,619,161,66
3/9/2020,623,4827,1335
3/9/2020,627,57,12
3/9/2020,632,117,27
3/9/2020,634,128,37
3/9/2020,635,1048,436
3/9/2020,641,812,242
3/9/2020,642,108,43
3/9/2020,647,27,5
3/9/2020,648,185,73
3/9/2020,656,67,19
3/9/2020,657,56,18
3/9/2020,669,282,111
3/9/2020,673,53,23
3/9/2020,675,137,47
3/9/2020,678,226,61
3/9/2020,709,169,45
3/9/2020,724,165,42
3/9/2020,736,37,8
3/9/2020,737,19,10
3/9/2020,740,14,3
3/9/2020,746,51,14
3/9/2020,753,2185,848
3/9/2020,756,67,18
3/9/2020,759,99,28
3/9/2020,767,56,11
3/9/2020,770,1557,523
3/9/2020,790,575,201
3/9/2020,819,1893,881
3/9/2020,820,1222,476
3/9/2020,828,183,109
3/9/2020,839,1042,405
3/9/2020,855,242,133
3/9/2020,868,118,36
3/10/2020,500,140,89
3/10/2020,506,1436,1155
3/10/2020,510,795,419
3/10/2020,524,4112,1337
3/10/2020,538,159,118
3/10/2020,544,487,179
3/10/2020,546,166,73
3/10/2020,550,81,45
3/10/2020,554,23,17
3/10/2020,557,226,110
3/10/2020,571,325,144
3/10/2020,582,33,36
3/10/2020,588,148,73
3/10/2020,592,88,45
3/10/2020,597,15,13
3/10/2020,598,18,9
3/10/2020,602,4117,1834
3/10/2020,613,1326,640
3/10/2020,619,182,91
3/10/2020,623,4597,1710
3/10/2020,625,208,77
3/10/2020,627,56,21
3/10/2020,637,190,128
3/10/2020,642,113,49
3/10/2020,644,31,13
3/10/2020,652,390,126
3/10/2020,657,58,15
3/10/2020,658,294,115
3/10/2020,671,220,63
3/10/2020,678,205,81
3/10/2020,686,280,98
3/10/2020,691,103,51
3/10/2020,709,135,51
3/10/2020,716,175,65
3/10/2020,717,36,9
3/10/2020,740,12,5
3/10/2020,751,2098,1117
3/10/2020,755,18,14
3/10/2020,758,118,34
3/10/2020,759,97,33
3/10/2020,766,17,11
3/10/2020,790,520,240
3/10/2020,810,128,53
3/10/2020,839,1089,520
3/10/2020,855,248,146
3/11/2020,500,128,132
3/11/2020,502,53,34
3/11/2020,507,120,69
3/11/2020,509,97,59
3/11/2020,510,767,501
3/11/2020,517,1202,454
3/11/2020,518,262,129
3/11/2020,520,82,58
3/11/2020,524,4132,1593
3/11/2020,534,1915,707
3/11/2020,540,90,69
3/11/2020,547,109,88
3/11/2020,549,24,13
3/11/2020,551,115,101
3/11/2020,560,602,350
3/11/2020,564,83,39
3/11/2020,566,265,138
3/11/2020,581,37,15
3/11/2020,583,2,1
3/11/2020,588,151,92
3/11/2020,598,22,12
3/11/2020,600,83,57
3/11/2020,606,45,17
3/11/2020,622,483,214
3/11/2020,623,4506,1941
3/11/2020,627,62,30
3/11/2020,633,185,81
3/11/2020,634,113,63
3/11/2020,640,292,178
3/11/2020,643,53,32
3/11/2020,657,47,23
3/11/2020,658,279,145
3/11/2020,682,125,75
3/11/2020,691,110,68
3/11/2020,736,33,9
3/11/2020,740,6,4
3/11/2020,744,288,302
3/11/2020,745,21,12
3/11/2020,752,262,165
3/11/2020,754,91,37
3/11/2020,759,72,37
3/11/2020,760,31,17
3/11/2020,773,72,37
3/11/2020,802,34,13
3/11/2020,811,269,170
3/11/2020,819,1878,1309
3/12/2020,505,242,237
3/12/2020,510,212,195
3/12/2020,511,714,638
3/12/2020,514,61,65
3/12/2020,523,39,41
3/12/2020,524,1128,598
3/12/2020,529,79,101
3/12/2020,533,113,131
3/12/2020,534,471,303
3/12/2020,544,119,52
3/12/2020,547,29,32
3/12/2020,554,2,4
3/12/2020,559,8,6
3/12/2020,560,168,122
3/12/2020,561,105,91
3/12/2020,565,9,1
3/12/2020,567,85,86
3/12/2020,581,8,17
3/12/2020,602,1137,1085
3/12/2020,603,10,7
3/12/2020,605,11,15
3/12/2020,609,191,204
3/12/2020,610,31,13
3/12/2020,631,5,9
3/12/2020,633,65,28
3/12/2020,635,336,284
3/12/2020,639,6,10
3/12/2020,649,16,24
3/12/2020,651,44,42
3/12/2020,656,30,13
3/12/2020,659,230,220
3/12/2020,662,19,10
3/12/2020,669,59,89
3/12/2020,676,14,20
3/12/2020,682,37,39
3/12/2020,702,23,30
3/12/2020,705,32,18
3/12/2020,717,15,8
3/12/2020,724,47,33
3/12/2020,736,6,9
3/12/2020,744,114,161
3/12/2020,747,2,8
3/12/2020,753,806,541
3/12/2020,756,20,11
3/12/2020,771,25,16
3/12/2020,773,21,25
3/12/2020,800,47,50
3/12/2020,801,50,47
3/12/2020,804,39,37
3/12/2020,810,51,55
3/12/2020,813,34,56
3/12/2020,819,691,639
3/12/2020,825,323,384
1/1/2020,505,817,188
1/1/2020,519,118,21
1/1/2020,520,58,10
1/1/2020,521,209,39
1/1/2020,528,1341,224
1/1/2020,533,402,65
1/1/2020,537,39,4
1/1/2020,542,121,22
1/1/2020,544,366,69
1/1/2020,547,70,13
1/1/2020,550,51,11
1/1/2020,556,234,36
1/1/2020,561,456,68
1/1/2020,567,266,36
1/1/2020,569,21,3
1/1/2020,573,155,27
1/1/2020,596,9,1
1/1/2020,602,2390,438
1/1/2020,610,66,5
1/1/2020,618,2002,306
1/1/2020,622,287,53
1/1/2020,633,92,15
1/1/2020,636,97,13
1/1/2020,647,13,0
1/1/2020,657,25,4
1/1/2020,669,150,40
1/1/2020,676,58,8
1/1/2020,698,74,16
1/1/2020,737,18,2
1/1/2020,745,12,4
1/1/2020,752,208,29
1/1/2020,755,25,5
1/1/2020,790,330,57
1/1/2020,802,21,6
1/1/2020,813,63,16
1/1/2020,855,135,31
1/1/2020,862,1427,212
1/2/2020,500,162,29
1/2/2020,504,2148,431
1/2/2020,505,1219,235
1/2/2020,506,1954,374
1/2/2020,510,799,201
1/2/2020,513,162,43
1/2/2020,517,1057,194
1/2/2020,518,250,36
1/2/2020,523,170,29
1/2/2020,526,42,5
1/2/2020,536,57,8
1/2/2020,540,81,18
1/2/2020,544,473,102
1/2/2020,546,146,29
1/2/2020,548,566,114
1/2/2020,550,92,14
1/2/2020,558,18,4
1/2/2020,574,87,6
1/2/2020,577,190,35
1/2/2020,596,8,1
1/2/2020,622,430,72
1/2/2020,624,69,6
1/2/2020,632,261,28
1/2/2020,636,175,34
1/2/2020,638,19,3
1/2/2020,642,89,22
1/2/2020,644,33,6
1/2/2020,669,231,41
1/2/2020,679,288,38
1/2/2020,682,112,25
1/2/2020,687,143,28
1/2/2020,692,66,15
1/2/2020,693,208,52
1/2/2020,711,16,4
1/2/2020,736,17,4
1/2/2020,740,12,2
1/2/2020,744,331,88
1/2/2020,746,54,16
1/2/2020,749,37,4
1/2/2020,751,2561,384
1/2/2020,758,110,18
1/2/2020,767,43,2
1/2/2020,790,531,80
1/2/2020,810,140,25
1/2/2020,813,134,19
1/2/2020,828,232,43
1/2/2020,839,1533,278
1/2/2020,866,465,110
1/2/2020,868,125,28
1/2/2020,881,216,34
1/3/2020,504,2374,467
1/3/2020,505,1395,320
1/3/2020,506,2044,339
1/3/2020,513,119,23
1/3/2020,530,123,30
1/3/2020,533,535,92
1/3/2020,541,144,27
1/3/2020,544,494,88
1/3/2020,547,133,25
1/3/2020,555,182,37
1/3/2020,560,670,131
1/3/2020,567,429,90
1/3/2020,569,24,12
1/3/2020,576,89,11
1/3/2020,597,9,0
1/3/2020,604,152,24
1/3/2020,606,23,6
1/3/2020,611,73,16
1/3/2020,625,220,30
1/3/2020,628,69,13
1/3/2020,632,208,46
1/3/2020,634,104,7
1/3/2020,635,1025,170
1/3/2020,642,103,15
1/3/2020,644,28,6
1/3/2020,651,88,13
1/3/2020,661,50,9
1/3/2020,662,44,9
1/3/2020,670,125,21
1/3/2020,693,206,40
1/3/2020,709,143,12
1/3/2020,710,55,12
1/3/2020,722,116,19
1/3/2020,740,7,1
1/3/2020,745,9,2
1/3/2020,755,37,2
1/3/2020,756,58,14
1/3/2020,757,275,32
1/3/2020,759,85,14
1/3/2020,765,178,35
1/3/2020,770,1640,214
1/3/2020,790,568,83
1/3/2020,800,156,32
1/3/2020,804,138,29
1/3/2020,807,5394,1026
1/3/2020,813,108,17
1/3/2020,862,2348,351
1/3/2020,881,261,35
1/4/2020,0,12,2
1/4/2020,501,6305,1098
1/4/2020,505,1255,200
1/4/2020,507,159,30
1/4/2020,509,67,15
1/4/2020,514,283,46
1/4/2020,516,35,7
1/4/2020,521,313,55
1/4/2020,522,110,28
1/4/2020,531,73,13
1/4/2020,533,393,92
1/4/2020,535,416,90
1/4/2020,536,64,6
1/4/2020,538,174,23
1/4/2020,542,194,27
1/4/2020,543,196,28
1/4/2020,545,74,11
1/4/2020,553,35,7
1/4/2020,554,28,6
1/4/2020,556,294,43
1/4/2020,559,15,3
1/4/2020,565,15,9
1/4/2020,574,86,17
1/4/2020,576,67,11
1/4/2020,584,51,14
1/4/2020,592,105,12
1/4/2020,605,51,5
1/4/2020,611,64,10
1/4/2020,613,1227,203
1/4/2020,617,411,56
1/4/2020,618,2684,450
1/4/2020,623,4438,628
1/4/2020,624,35,5
1/4/2020,627,49,6
1/4/2020,640,331,56
1/4/2020,648,119,29
1/4/2020,649,62,5
1/4/2020,662,51,7
1/4/2020,676,70,6
1/4/2020,710,43,11
1/4/2020,716,160,28
1/4/2020,718,128,33
1/4/2020,722,98,16
1/4/2020,736,28,12
1/4/2020,737,15,7
1/4/2020,743,117,10
1/4/2020,746,28,7
1/4/2020,756,46,4
1/4/2020,759,83,11
1/4/2020,766,22,4
1/4/2020,790,391,78
1/4/2020,804,118,26
1/4/2020,819,2354,365
1/4/2020,820,904,153
1/4/2020,821,43,8
1/4/2020,855,207,42
1/4/2020,881,166,23
1/5/2020,506,1688,283
1/5/2020,510,695,102
1/5/2020,515,306,46
1/5/2020,516,37,8
1/5/2020,524,3027,334
1/5/2020,525,24,3
1/5/2020,527,500,48
1/5/2020,529,264,37
1/5/2020,530,84,15
1/5/2020,542,165,24
1/5/2020,545,67,5
1/5/2020,556,303,54
1/5/2020,559,22,3
1/5/2020,560,477,86
1/5/2020,569,15,3
1/5/2020,581,21,2
1/5/2020,582,26,6
1/5/2020,583,6,1
1/5/2020,604,49,9
1/5/2020,605,69,9
1/5/2020,612,77,11
1/5/2020,617,383,62
1/5/2020,622,266,81
1/5/2020,627,47,10
1/5/2020,631,2,1
1/5/2020,639,21,2
1/5/2020,670,79,11
1/5/2020,671,183,24
1/5/2020,687,83,12
1/5/2020,711,9,1
1/5/2020,743,95,14
1/5/2020,744,319,77
1/5/2020,745,18,3
1/5/2020,747,13,1
1/5/2020,753,1817,251
1/5/2020,754,56,7
1/5/2020,756,43,13
1/5/2020,758,66,6
1/5/2020,759,78,17
1/5/2020,764,40,4
1/5/2020,789,223,51
1/5/2020,790,367,69
1/5/2020,804,128,29
1/5/2020,810,85,21
1/5/2020,820,860,138
1/5/2020,839,1267,172
1/5/2020,855,211,46
1/6/2020,507,154,22
1/6/2020,508,566,92
1/6/2020,513,154,24
1/6/2020,514,305,44
1/6/2020,515,381,85
1/6/2020,517,1073,163
1/6/2020,518,237,37
1/6/2020,520,94,13
1/6/2020,523,270,29
1/6/2020,526,33,3
1/6/2020,531,59,19
1/6/2020,537,52,10
1/6/2020,543,207,41
1/6/2020,548,555,87
1/6/2020,552,8,2
1/6/2020,557,222,32
1/6/2020,559,28,3
1/6/2020,563,384,62
1/6/2020,564,98,14
1/6/2020,565,22,4
1/6/2020,570,165,34
1/6/2020,571,364,55
1/6/2020,584,60,18
1/6/2020,597,15,1
1/6/2020,598,18,3
1/6/2020,602,4223,634
1/6/2020,605,76,11
1/6/2020,610,74,8
1/6/2020,625,186,33
1/6/2020,631,16,1
1/6/2020,639,24,3
1/6/2020,643,24,8
1/6/2020,644,30,3
1/6/2020,649,74,12
1/6/2020,659,772,144
1/6/2020,669,249,50
1/6/2020,673,29,5
1/6/2020,678,171,30
1/6/2020,686,264,43
1/6/2020,692,50,8
1/6/2020,698,77,17
1/6/2020,705,103,15
1/6/2020,709,129,27
1/6/2020,710,51,8
1/6/2020,711,17,3
1/6/2020,716,191,35
1/6/2020,722,139,19
1/6/2020,724,155,30
1/6/2020,737,25,6
1/6/2020,746,43,9
1/6/2020,747,22,3
1/6/2020,751,2492,355
1/6/2020,760,42,2
1/6/2020,762,97,16
1/6/2020,789,292,44
1/6/2020,801,152,23
1/6/2020,810,124,27
1/6/2020,811,286,68
1/6/2020,839,1347,222
1/6/2020,862,2107,354
1/7/2020,500,204,41
1/7/2020,502,51,6
1/7/2020,504,2309,391
1/7/2020,513,173,26
1/7/2020,517,1150,126
1/7/2020,519,201,35
1/7/2020,520,73,8
1/7/2020,525,31,8
1/7/2020,528,2496,382
1/7/2020,534,1678,233
1/7/2020,535,557,115
1/7/2020,538,207,38
1/7/2020,544,473,83
1/7/2020,550,89,16
1/7/2020,551,106,17
1/7/2020,553,28,8
1/7/2020,557,272,34
1/7/2020,563,400,66
1/7/2020,565,29,6
1/7/2020,606,34,5
1/7/2020,616,798,111
1/7/2020,618,3000,453
1/7/2020,625,195,29
1/7/2020,627,45,9
1/7/2020,637,277,23
1/7/2020,638,27,3
1/7/2020,656,63,11
1/7/2020,669,248,47
1/7/2020,670,118,15
1/7/2020,693,197,37
1/7/2020,698,76,23
1/7/2020,705,112,20
1/7/2020,724,135,30
1/7/2020,736,43,6
1/7/2020,737,29,2
1/7/2020,744,394,92
1/7/2020,746,54,3
1/7/2020,753,2255,368
1/7/2020,756,51,10
1/7/2020,760,35,7
1/7/2020,765,155,35
1/7/2020,770,1471,202
1/7/2020,789,304,60
1/7/2020,800,160,32
1/7/2020,807,5420,1051
1/7/2020,819,2535,402
1/7/2020,866,545,121
1/7/2020,868,135,23
1/7/2020,881,258,52
1/8/2020,505,1516,298
1/8/2020,512,979,176
1/8/2020,516,36,9
1/8/2020,518,248,36
1/8/2020,519,211,42
1/8/2020,523,256,36
1/8/2020,526,56,9
1/8/2020,528,2565,403
1/8/2020,533,552,109
1/8/2020,534,1783,305
1/8/2020,537,48,9
1/8/2020,538,219,54
1/8/2020,539,1474,214
1/8/2020,545,66,9
1/8/2020,554,9,5
1/8/2020,556,384,64
1/8/2020,563,406,62
1/8/2020,564,98,19
1/8/2020,567,456,84
1/8/2020,571,320,64
1/8/2020,573,192,27
1/8/2020,576,77,10
1/8/2020,577,193,34
1/8/2020,584,66,11
1/8/2020,609,618,135
1/8/2020,610,62,16
1/8/2020,617,437,85
1/8/2020,622,387,69
1/8/2020,623,4448,732
1/8/2020,630,361,67
1/8/2020,632,86,23
1/8/2020,634,105,25
1/8/2020,636,165,27
1/8/2020,640,389,66
1/8/2020,648,173,34
1/8/2020,656,67,8
1/8/2020,657,41,4
1/8/2020,658,174,44
1/8/2020,662,52,11
1/8/2020,670,114,23
1/8/2020,675,143,28
1/8/2020,676,63,9
1/8/2020,682,126,24
1/8/2020,686,262,44
1/8/2020,687,109,22
1/8/2020,692,61,9
1/8/2020,709,131,18
1/8/2020,710,55,20
1/8/2020,716,206,46
1/8/2020,722,131,17
1/8/2020,724,151,24
1/8/2020,737,30,5
1/8/2020,743,152,23
1/8/2020,747,19,5
1/8/2020,751,2454,399
1/8/2020,752,270,44
1/8/2020,757,211,43
1/8/2020,762,100,14
1/8/2020,770,1465,238
1/8/2020,789,324,55
1/8/2020,801,163,31
1/8/2020,810,140,41
1/8/2020,811,309,53
1/9/2020,501,7884,1423
1/9/2020,504,2162,365
1/9/2020,505,1540,285
1/9/2020,512,1077,189
1/9/2020,513,161,27
1/9/2020,514,295,64
1/9/2020,516,47,19
1/9/2020,522,108,16
1/9/2020,524,3670,618
1/9/2020,525,33,3
1/9/2020,527,634,113
1/9/2020,530,133,30
1/9/2020,539,1624,268
1/9/2020,541,125,22
1/9/2020,544,466,75
1/9/2020,553,51,10
1/9/2020,554,17,5
1/9/2020,559,31,7
1/9/2020,561,428,79
1/9/2020,571,348,50
1/9/2020,575,154,19
1/9/2020,596,14,0
1/9/2020,597,14,1
1/9/2020,598,26,5
1/9/2020,604,71,15
1/9/2020,613,1562,256
1/9/2020,617,505,100
1/9/2020,619,143,22
1/9/2020,623,4649,867
1/9/2020,626,9,4
1/9/2020,638,24,1
1/9/2020,641,843,150
1/9/2020,650,310,68
1/9/2020,669,294,55
1/9/2020,687,114,20
1/9/2020,691,107,22
1/9/2020,716,170,35
1/9/2020,717,29,6
1/9/2020,740,14,1
1/9/2020,744,460,114
1/9/2020,753,2405,413
1/9/2020,754,64,8
1/9/2020,756,52,9
1/9/2020,758,86,13
1/9/2020,764,54,9
1/9/2020,766,22,3
1/9/2020,770,1473,243
1/9/2020,800,174,31
1/9/2020,803,9368,1614
1/9/2020,804,119,22
1/9/2020,821,40,8
1/9/2020,828,255,38
1/10/2020,0,18,5
1/10/2020,511,3176,499
1/10/2020,513,112,35
1/10/2020,516,36,6
1/10/2020,519,173,29
1/10/2020,523,286,54
1/10/2020,524,4160,557
1/10/2020,530,108,23
1/10/2020,539,1687,250
1/10/2020,542,252,35
1/10/2020,553,47,4
1/10/2020,555,222,26
1/10/2020,556,333,57
1/10/2020,558,17,6
1/10/2020,564,94,13
1/10/2020,567,413,73
1/10/2020,570,184,30
1/10/2020,571,454,66
1/10/2020,588,124,27
1/10/2020,592,98,22
1/10/2020,597,17,2
1/10/2020,603,31,10
1/10/2020,616,921,186
1/10/2020,617,601,97
1/10/2020,624,61,16
1/10/2020,631,18,3
1/10/2020,633,156,23
1/10/2020,641,734,149
1/10/2020,642,103,19
1/10/2020,647,21,2
1/10/2020,650,360,53
1/10/2020,652,392,63
1/10/2020,656,70,13
1/10/2020,657,48,9
1/10/2020,709,145,24
1/10/2020,718,156,28
1/10/2020,734,23,3
1/10/2020,736,31,4
1/10/2020,746,53,6
1/10/2020,751,2665,374
1/10/2020,754,75,7
1/10/2020,756,52,10
1/10/2020,757,223,41
1/10/2020,770,1439,220
1/10/2020,773,54,11
1/10/2020,801,147,22
1/10/2020,811,350,59
1/10/2020,825,1223,229
1/10/2020,839,1551,214
1/11/2020,0,17,5
1/11/2020,500,189,24
1/11/2020,508,418,70
1/11/2020,513,144,27
1/11/2020,514,255,49
1/11/2020,520,56,8
1/11/2020,523,233,31
1/11/2020,534,1854,226
1/11/2020,537,36,3
1/11/2020,538,187,25
1/11/2020,550,75,20
1/11/2020,554,11,4
1/11/2020,555,161,27
1/11/2020,557,217,26
1/11/2020,558,21,7
1/11/2020,561,371,66
1/11/2020,563,340,78
1/11/2020,564,67,10
1/11/2020,575,151,11
1/11/2020,576,69,14
1/11/2020,592,72,7
1/11/2020,628,42,8
1/11/2020,638,6,1
1/11/2020,642,73,12
1/11/2020,647,25,2
1/11/2020,652,291,45
1/11/2020,657,34,6
1/11/2020,659,709,106
1/11/2020,661,35,4
1/11/2020,662,36,10
1/11/2020,671,197,23
1/11/2020,679,236,32
1/11/2020,687,80,12
1/11/2020,710,55,11
1/11/2020,716,172,25
1/11/2020,717,30,6
1/11/2020,718,151,28
1/11/2020,724,108,18
1/11/2020,736,27,3
1/11/2020,745,7,1
1/11/2020,747,12,3
1/11/2020,749,45,5
1/11/2020,759,94,10
1/11/2020,767,38,3
1/11/2020,771,53,9
1/11/2020,790,468,58
1/11/2020,800,152,18
1/11/2020,804,122,31
1/11/2020,810,107,24
1/11/2020,811,255,60
1/11/2020,866,381,72
1/11/2020,881,144,27
1/12/2020,0,12,2
1/12/2020,502,61,10
1/12/2020,514,263,52
1/12/2020,526,31,8
1/12/2020,532,281,47
1/12/2020,535,406,76
1/12/2020,536,53,11
1/12/2020,537,58,3
1/12/2020,540,80,20
1/12/2020,541,112,16
1/12/2020,543,182,27
1/12/2020,548,397,93
1/12/2020,551,144,23
1/12/2020,554,18,3
1/12/2020,557,171,32
1/12/2020,558,23,8
1/12/2020,561,363,70
1/12/2020,577,173,20
1/12/2020,581,30,9
1/12/2020,583,2,0
1/12/2020,600,70,9
1/12/2020,609,530,81
1/12/2020,611,67,16
1/12/2020,616,752,104
1/12/2020,619,122,16
1/12/2020,625,141,32
1/12/2020,627,38,3
1/12/2020,647,12,2
1/12/2020,649,47,13
1/12/2020,650,287,40
1/12/2020,656,42,6
1/12/2020,657,38,5
1/12/2020,658,306,30
1/12/2020,670,94,13
1/12/2020,671,166,33
1/12/2020,675,108,26
1/12/2020,687,75,17
1/12/2020,693,162,22
1/12/2020,698,51,5
1/12/2020,716,132,26
1/12/2020,724,113,16
1/12/2020,737,17,5
1/12/2020,743,96,10
1/12/2020,746,36,3
1/12/2020,751,2185,326
1/12/2020,752,275,50
1/12/2020,753,1864,295
1/12/2020,754,57,9
1/12/2020,755,20,0
1/12/2020,767,38,5
1/12/2020,773,43,7
1/12/2020,802,26,8
1/12/2020,804,117,24
1/12/2020,811,254,44
1/12/2020,820,840,152
1/12/2020,821,51,16
1/12/2020,825,834,172
1/12/2020,868,81,10
1/13/2020,501,7524,1475
1/13/2020,503,78,14
1/13/2020,506,2188,409
1/13/2020,510,929,187
1/13/2020,516,30,6
1/13/2020,530,137,23
1/13/2020,534,1937,310
1/13/2020,536,52,14
1/13/2020,539,1749,271
1/13/2020,547,127,24
1/13/2020,548,578,106
1/13/2020,551,158,24
1/13/2020,563,419,67
1/13/2020,567,388,62
1/13/2020,574,85,14
1/13/2020,576,100,18
1/13/2020,581,37,6
1/13/2020,609,669,127
1/13/2020,612,130,21
1/13/2020,613,1458,250
1/13/2020,617,700,97
1/13/2020,641,569,98
1/13/2020,642,94,17
1/13/2020,647,28,4
1/13/2020,678,195,56
1/13/2020,679,321,46
1/13/2020,682,129,17
1/13/2020,711,8,4
1/13/2020,718,119,38
1/13/2020,725,117,15
1/13/2020,740,9,1
1/13/2020,746,44,9
1/13/2020,747,9,1
1/13/2020,749,33,7
1/13/2020,751,2453,466
1/13/2020,752,252,48
1/13/2020,754,73,12
1/13/2020,758,89,16
1/13/2020,789,274,47
1/13/2020,803,8922,1477
1/13/2020,810,108,31
1/13/2020,819,2065,445
1/13/2020,862,2040,391
1/14/2020,505,1422,283
1/14/2020,515,432,74
1/14/2020,516,42,9
1/14/2020,517,1001,158
1/14/2020,518,384,69
1/14/2020,520,81,25
1/14/2020,528,2486,476
1/14/2020,533,534,113
1/14/2020,535,511,120
1/14/2020,539,1615,275
1/14/2020,540,89,14
1/14/2020,545,84,22
1/14/2020,548,524,127
1/14/2020,551,130,23
1/14/2020,559,15,4
1/14/2020,560,728,138
1/14/2020,563,374,83
1/14/2020,566,298,57
1/14/2020,574,101,28
1/14/2020,592,101,20
1/14/2020,609,615,140
1/14/2020,617,612,110
1/14/2020,626,14,3
1/14/2020,628,56,12
1/14/2020,634,92,20
1/14/2020,641,562,131
1/14/2020,642,96,15
1/14/2020,643,37,3
1/14/2020,648,151,24
1/14/2020,661,46,3
1/14/2020,669,257,51
1/14/2020,670,94,23
1/14/2020,675,145,36
1/14/2020,678,173,30
1/14/2020,679,300,51
1/14/2020,693,205,46
1/14/2020,710,50,7
1/14/2020,722,136,25
1/14/2020,725,110,27
1/14/2020,734,33,5
1/14/2020,743,99,24
1/14/2020,751,2235,437
1/14/2020,757,222,37
1/14/2020,760,40,5
1/14/2020,801,110,34
1/14/2020,807,5860,1203
1/14/2020,810,94,28
1/14/2020,811,244,57
1/14/2020,813,115,26
1/14/2020,819,2033,450
1/14/2020,855,271,66
1/14/2020,881,181,45
1/15/2020,504,2229,411
1/15/2020,510,875,177
1/15/2020,513,134,29
1/15/2020,514,278,64
1/15/2020,515,445,79
1/15/2020,516,35,10
1/15/2020,517,997,171
1/15/2020,518,367,57
1/15/2020,519,191,30
1/15/2020,520,77,21
1/15/2020,522,119,24
1/15/2020,524,4138,669
1/15/2020,525,30,14
1/15/2020,530,132,30
1/15/2020,531,70,8
1/15/2020,535,524,102
1/15/2020,543,185,34
1/15/2020,546,157,20
1/15/2020,548,555,99
1/15/2020,551,141,24
1/15/2020,552,5,1
1/15/2020,563,421,79
1/15/2020,565,29,6
1/15/2020,569,47,4
1/15/2020,574,79,15
1/15/2020,576,64,17
1/15/2020,597,14,5
1/15/2020,598,18,1
1/15/2020,600,112,25
1/15/2020,605,68,14
1/15/2020,610,71,10
1/15/2020,616,974,147
1/15/2020,623,4213,780
1/15/2020,627,48,8
1/15/2020,631,20,3
1/15/2020,635,1089,175
1/15/2020,637,220,57
1/15/2020,639,28,2
1/15/2020,650,375,73
1/15/2020,656,87,23
1/15/2020,658,276,57
1/15/2020,662,54,5
1/15/2020,676,73,24
1/15/2020,679,292,84
1/15/2020,682,132,21
1/15/2020,687,95,18
1/15/2020,693,193,39
1/15/2020,698,68,16
1/15/2020,705,76,15
1/15/2020,716,164,38
1/15/2020,722,138,20
1/15/2020,724,116,28
1/15/2020,734,21,3
1/15/2020,737,20,5
1/15/2020,744,382,112
1/15/2020,745,23,4
1/15/2020,754,62,12
1/15/2020,764,37,13
1/15/2020,765,184,37
1/15/2020,789,256,63
1/15/2020,790,499,109
1/15/2020,798,0,1
1/15/2020,800,165,31
1/15/2020,802,38,10
1/15/2020,804,150,35
1/15/2020,813,97,28
1/16/2020,500,212,34
1/16/2020,502,40,6
1/16/2020,510,992,170
1/16/2020,511,3292,639
1/16/2020,513,164,29
1/16/2020,519,183,32
1/16/2020,529,330,48
1/16/2020,533,539,110
1/16/2020,534,1974,324
1/16/2020,547,156,33
1/16/2020,548,627,119
1/16/2020,549,38,11
1/16/2020,553,49,14
1/16/2020,554,26,5
1/16/2020,567,381,72
1/16/2020,569,46,8
1/16/2020,573,231,33
1/16/2020,576,59,7
1/16/2020,582,42,1
1/16/2020,596,8,3
1/16/2020,597,18,1
1/16/2020,600,113,20
1/16/2020,602,4115,826
1/16/2020,603,47,6
1/16/2020,609,685,155
1/16/2020,616,1006,170
1/16/2020,617,676,120
1/16/2020,626,14,2
1/16/2020,630,372,62
1/16/2020,659,926,173
1/16/2020,669,268,62
1/16/2020,671,218,47
1/16/2020,673,45,14
1/16/2020,675,142,25
1/16/2020,676,82,25
1/16/2020,678,218,41
1/16/2020,698,90,22
1/16/2020,710,87,13
1/16/2020,711,25,1
1/16/2020,717,41,8
1/16/2020,740,9,3
1/16/2020,743,109,29
1/16/2020,745,18,5
1/16/2020,766,19,1
1/16/2020,789,275,58
1/16/2020,803,9584,1890
1/16/2020,813,118,32
1/16/2020,820,1284,238
1/16/2020,821,83,12
1/17/2020,502,46,10
1/17/2020,508,489,94
1/17/2020,511,3289,671
1/17/2020,512,1034,202
1/17/2020,516,37,6
1/17/2020,524,4606,656
1/17/2020,527,532,84
1/17/2020,534,2023,304
1/17/2020,535,553,126
1/17/2020,536,69,22
1/17/2020,540,98,15
1/17/2020,542,198,29
1/17/2020,544,509,113
1/17/2020,546,204,25
1/17/2020,550,85,12
1/17/2020,551,135,34
1/17/2020,552,7,1
1/17/2020,555,206,41
1/17/2020,560,764,138
1/17/2020,563,389,79
1/17/2020,569,44,2
1/17/2020,577,161,31
1/17/2020,583,3,0
1/17/2020,603,34,5
1/17/2020,605,81,14
1/17/2020,626,7,1
1/17/2020,627,63,8
1/17/2020,631,10,3
1/17/2020,633,170,24
1/17/2020,636,208,25
1/17/2020,643,39,6
