gmt_trans_date,geo_region,purchase,cancel
3/7/2020,wi,1183,303
3/8/2020,az,1994,651
3/8/2020,co,1948,570
3/8/2020,hi,233,162
3/8/2020,ia,606,143
3/8/2020,id,344,112
3/8/2020,me,162,59
3/8/2020,nd,166,34
3/8/2020,ny,3574,1310
3/8/2020,pa,2068,575
3/8/2020,sc,538,187
3/8/2020,tn,1178,307
3/8/2020,wv,128,27
3/8/2020,wy,207,42
3/9/2020,ar,463,159
3/9/2020,ga,4705,1194
3/9/2020,in,1326,436
3/9/2020,la,969,254
3/9/2020,ma,1671,896
3/9/2020,mi,2011,747
3/9/2020,nc,2451,849
3/9/2020,nd,234,70
3/9/2020,ne,519,192
3/9/2020,oh,2220,804
3/9/2020,sc,743,268
3/10/2020,?,3,0
3/10/2020,al,700,324
3/10/2020,ia,664,300
3/10/2020,ks,542,239
3/10/2020,ms,464,170
3/10/2020,ne,519,190
3/10/2020,nm,507,233
3/10/2020,or,1692,617
3/10/2020,pa,2475,1296
3/10/2020,sd,166,71
3/10/2020,tn,1538,729
3/10/2020,vt,116,80
3/11/2020,?,4,3
3/11/2020,ar,440,243
3/11/2020,ca,16420,9801
3/11/2020,ia,712,452
3/11/2020,id,441,272
3/11/2020,ky,603,344
3/11/2020,ma,1366,1432
3/11/2020,nd,232,92
3/11/2020,nh,245,201
3/11/2020,nm,526,332
3/11/2020,nv,1398,760
3/11/2020,ok,826,368
3/11/2020,ut,1345,705
3/11/2020,wa,2281,1586
3/12/2020,ak,123,193
3/12/2020,al,594,721
3/12/2020,ct,493,1032
3/12/2020,de,127,237
3/12/2020,fl,6761,7112
3/12/2020,hi,255,436
3/12/2020,mn,1228,1851
3/12/2020,mt,267,329
3/12/2020,nm,408,685
3/12/2020,oh,1749,2756
3/12/2020,ri,119,261
3/12/2020,tx,9664,8521
3/13/2020,al,593,900
3/13/2020,ca,13270,18672
3/13/2020,ct,479,955
3/13/2020,hi,254,509
3/13/2020,ms,407,431
3/13/2020,ny,3170,5402
3/13/2020,ok,697,838
3/13/2020,wa,1830,3010
3/13/2020,wi,911,2148
3/13/2020,wv,98,243
3/14/2020,ak,84,173
3/14/2020,ar,258,353
3/14/2020,de,109,154
3/14/2020,fl,6115,4413
3/14/2020,ga,3386,2012
3/14/2020,hi,234,364
3/14/2020,ma,985,1325
3/14/2020,mn,1015,1120
3/14/2020,nc,1561,1428
3/14/2020,ne,369,371
3/14/2020,or,919,1196
3/14/2020,sc,597,485
3/14/2020,sd,84,142
3/14/2020,vt,50,117
3/14/2020,wy,143,176
3/15/2020,fl,5191,3813
3/15/2020,la,478,354
3/15/2020,mo,897,847
3/15/2020,ms,254,176
3/15/2020,nc,1236,1192
3/15/2020,nv,862,885
3/15/2020,ok,481,429
3/15/2020,pa,1307,1449
3/15/2020,sc,494,512
3/16/2020,ak,36,34
3/16/2020,ar,56,103
3/16/2020,ks,77,104
3/16/2020,md,224,251
3/16/2020,nd,42,65
3/16/2020,ne,94,100
3/16/2020,nm,77,106
3/16/2020,or,277,385
3/16/2020,sd,16,29
3/16/2020,wy,30,58
