gmt_trans_date,geo_region,purchase,cancel
1/1/2020,?,2,0
1/1/2020,ak,104,16
1/1/2020,ca,12509,2277
1/1/2020,ct,575,91
1/1/2020,fl,5474,843
1/1/2020,id,271,45
1/1/2020,ky,348,63
1/1/2020,md,1490,272
1/1/2020,mt,188,25
1/1/2020,nc,1496,256
1/1/2020,nd,130,29
1/1/2020,nh,218,27
1/1/2020,nv,1196,203
1/1/2020,ny,3275,643
1/1/2020,ok,399,61
1/1/2020,or,983,162
1/1/2020,sc,800,116
1/1/2020,tn,1132,197
1/1/2020,vt,107,17
1/1/2020,wa,1906,294
1/2/2020,ak,150,20
1/2/2020,fl,8483,1329
1/2/2020,mn,1515,246
1/2/2020,nd,239,45
1/2/2020,nh,293,48
1/2/2020,nv,1752,328
1/2/2020,ny,5326,1003
1/2/2020,ok,632,129
1/2/2020,ri,184,42
1/2/2020,sc,1197,189
1/2/2020,vt,134,19
1/2/2020,wa,2780,521
1/3/2020,az,2745,456
1/3/2020,ca,20657,3622
1/3/2020,ct,789,149
1/3/2020,dc,847,176
1/3/2020,hi,362,85
1/3/2020,ky,664,133
1/3/2020,ma,2060,362
1/3/2020,mo,1909,346
1/3/2020,ne,507,72
1/3/2020,nh,331,55
1/3/2020,nj,3507,580
1/3/2020,or,1467,265
1/3/2020,va,2364,397
1/3/2020,vt,192,49
1/4/2020,ar,276,55
1/4/2020,ca,17205,2874
1/4/2020,dc,485,108
1/4/2020,id,329,48
1/4/2020,ma,1756,302
1/4/2020,md,1925,337
1/4/2020,ne,419,56
1/4/2020,nh,278,44
1/4/2020,nj,3147,479
1/4/2020,nv,1550,272
1/4/2020,pa,2393,389
1/4/2020,ri,232,38
1/4/2020,tn,1417,224
1/4/2020,va,1952,337
1/5/2020,?,1,0
1/5/2020,ar,236,53
1/5/2020,fl,6039,885
1/5/2020,ia,555,71
1/5/2020,id,330,53
1/5/2020,ks,363,40
1/5/2020,ky,472,80
1/5/2020,mi,1718,287
1/5/2020,nj,2840,399
1/5/2020,ok,489,62
1/5/2020,or,989,159
1/5/2020,sc,663,112
1/5/2020,ut,1006,130
1/5/2020,va,1777,287
1/5/2020,vt,205,14
1/6/2020,dc,736,142
1/6/2020,fl,7271,1024
1/6/2020,hi,364,92
1/6/2020,ia,788,110
1/6/2020,ks,495,85
1/6/2020,la,867,164
1/6/2020,ne,497,71
1/6/2020,nj,3155,435
1/6/2020,nv,1630,285
1/6/2020,ok,580,67
1/6/2020,or,1335,225
1/6/2020,sc,886,149
1/6/2020,tn,1473,253
1/6/2020,ut,1392,194
1/6/2020,vt,216,28
1/6/2020,wv,164,23
1/7/2020,ar,361,63
1/7/2020,az,2616,435
1/7/2020,ca,19755,3489
1/7/2020,ct,814,157
1/7/2020,de,222,44
1/7/2020,in,1161,207
1/7/2020,ks,504,82
1/7/2020,ma,2229,418
1/7/2020,ms,426,70
1/7/2020,ok,669,107
1/7/2020,ri,262,46
1/7/2020,wv,165,28
1/8/2020,?,4,4
1/8/2020,ar,328,67
1/8/2020,az,2579,468
1/8/2020,dc,748,180
1/8/2020,fl,7532,1258
1/8/2020,ky,579,90
1/8/2020,me,233,42
1/8/2020,ms,368,109
1/8/2020,nc,2198,402
1/8/2020,or,1378,268
1/9/2020,dc,763,145
1/9/2020,hi,460,114
1/9/2020,id,427,61
1/9/2020,in,1138,209
1/9/2020,md,2266,392
1/9/2020,mo,1366,326
1/9/2020,ny,5618,1068
1/9/2020,ri,272,49
1/9/2020,tx,10979,2007
1/9/2020,wa,2810,546
1/10/2020,?,4,3
1/10/2020,ak,161,24
1/10/2020,al,728,128
1/10/2020,id,411,77
1/10/2020,in,1073,191
1/10/2020,ky,574,92
1/10/2020,me,225,32
1/10/2020,mt,288,44
1/10/2020,nj,3584,554
1/10/2020,oh,2286,398
1/10/2020,tx,10714,1599
1/10/2020,wi,1353,275
1/11/2020,?,4,5
1/11/2020,ak,141,30
1/11/2020,co,2640,346
1/11/2020,dc,434,103
1/11/2020,fl,7122,1008
1/11/2020,ga,4552,517
1/11/2020,in,953,145
1/11/2020,me,218,30
1/11/2020,ms,365,66
1/11/2020,nc,2084,282
1/11/2020,sc,794,112
1/11/2020,ut,1218,167
1/11/2020,wv,122,24
1/11/2020,wy,223,26
1/12/2020,fl,6446,1028
1/12/2020,hi,406,105
1/12/2020,ky,455,76
1/12/2020,ms,273,40
1/12/2020,nc,1869,310
1/12/2020,nh,255,44
1/12/2020,nv,1567,275
1/12/2020,oh,1813,279
1/12/2020,ok,493,78
1/12/2020,sc,754,99
1/12/2020,sd,117,7
1/12/2020,wa,2111,404
1/12/2020,wv,150,20
1/12/2020,wy,163,25
1/13/2020,ak,159,30
1/13/2020,al,744,160
1/13/2020,az,2586,446
1/13/2020,co,2777,525
1/13/2020,ct,834,175
1/13/2020,dc,716,167
1/13/2020,de,230,46
1/13/2020,ga,4725,709
1/13/2020,il,4426,872
1/13/2020,ks,514,103
1/13/2020,ma,2211,422
1/13/2020,mi,2412,464
1/13/2020,mt,305,53
1/13/2020,nv,1769,298
1/13/2020,oh,2244,469
1/13/2020,sc,910,176
1/13/2020,wv,163,49
1/14/2020,ak,145,34
1/14/2020,al,721,154
1/14/2020,az,2514,495
1/14/2020,fl,7694,1431
1/14/2020,hi,412,117
1/14/2020,ia,727,130
1/14/2020,il,4260,875
1/14/2020,ky,573,101
1/14/2020,ma,2169,468
1/14/2020,mo,1466,300
1/14/2020,nc,2317,424
1/14/2020,ny,5764,1159
1/14/2020,or,1355,287
1/14/2020,ri,261,68
1/14/2020,sd,151,38
1/14/2020,tx,9744,1772
1/14/2020,va,2559,528
1/14/2020,vt,209,34
1/14/2020,wv,169,35
1/15/2020,al,802,144
1/15/2020,ct,789,146
1/15/2020,ga,4532,765
1/15/2020,hi,382,112
1/15/2020,ia,701,178
1/15/2020,la,843,156
1/15/2020,md,2071,406
1/15/2020,mo,1533,319
1/15/2020,mt,287,49
1/15/2020,ne,476,85
1/15/2020,nj,3211,601
1/15/2020,or,1365,261
1/15/2020,ri,240,50
1/15/2020,sd,159,33
1/15/2020,va,2547,451
1/16/2020,?,3,0
1/16/2020,ak,158,45
1/16/2020,ia,728,192
1/16/2020,id,433,85
1/16/2020,la,983,217
1/16/2020,ma,2360,460
1/16/2020,md,2190,448
1/16/2020,ms,435,106
1/16/2020,nc,2591,435
1/16/2020,oh,2341,440
1/16/2020,ok,709,106
1/16/2020,tn,1711,339
1/16/2020,wa,2502,526
1/17/2020,ar,437,88
1/17/2020,ct,838,181
1/17/2020,ga,5131,758
1/17/2020,la,993,184
1/17/2020,ms,421,89
1/17/2020,nv,2469,344
1/17/2020,tx,10924,1614
1/17/2020,wv,171,38
1/17/2020,wy,221,42
1/18/2020,ar,332,65
1/18/2020,az,2310,329
1/18/2020,co,2388,382
1/18/2020,dc,717,113
1/18/2020,de,155,24
1/18/2020,in,965,165
1/18/2020,ky,451,76
1/18/2020,mi,1795,324
1/18/2020,mn,1439,228
1/18/2020,mo,1312,197
1/18/2020,nc,2072,325
1/18/2020,nj,2899,446
1/18/2020,nv,1436,323
1/18/2020,pa,2498,397
1/18/2020,ri,225,30
1/18/2020,tn,1378,188
1/18/2020,wa,2226,345
1/18/2020,wv,151,20
1/19/2020,al,534,112
1/19/2020,fl,6392,998
1/19/2020,ky,450,67
1/19/2020,la,653,109
1/19/2020,md,1736,253
1/19/2020,ny,4172,813
1/19/2020,oh,1826,265
1/19/2020,va,1711,266
1/20/2020,?,4,1
1/20/2020,az,2512,398
1/20/2020,ga,4190,661
1/20/2020,hi,356,63
1/20/2020,il,4066,635
1/20/2020,ky,573,93
1/20/2020,la,794,125
1/20/2020,ma,1970,358
1/20/2020,md,1975,360
1/20/2020,me,218,40
1/20/2020,mn,1594,262
1/20/2020,mo,1337,267
1/20/2020,ne,467,87
1/20/2020,nj,3086,540
1/20/2020,nm,515,97
1/20/2020,oh,2199,366
1/20/2020,or,1428,204
1/20/2020,pa,2801,442
1/20/2020,sd,146,21
1/20/2020,ut,1373,203
1/20/2020,wi,1256,210
1/21/2020,ak,183,27
1/21/2020,ar,381,87
1/21/2020,fl,7649,1612
1/21/2020,il,4372,1013
1/21/2020,ky,527,108
1/21/2020,md,2036,504
1/21/2020,mi,2118,488
1/21/2020,tx,10196,1869
1/21/2020,va,2177,469
1/21/2020,wa,2718,559
1/21/2020,wi,1350,229
1/21/2020,wv,139,30
1/22/2020,al,707,132
1/22/2020,az,2447,405
1/22/2020,de,192,56
1/22/2020,hi,421,120
1/22/2020,mn,1651,293
1/22/2020,mo,1316,246
1/22/2020,ne,442,57
1/22/2020,nh,332,59
1/22/2020,pa,2679,465
1/22/2020,ri,273,61
1/22/2020,wi,1432,249
1/22/2020,wv,171,33
1/22/2020,wy,226,40
1/23/2020,co,2653,485
1/23/2020,ia,674,114
1/23/2020,ky,655,126
1/23/2020,md,2041,455
1/23/2020,ms,384,99
1/23/2020,ny,5689,1136
1/23/2020,oh,2196,420
1/23/2020,wa,2553,466
1/23/2020,wy,252,46
1/24/2020,ak,149,26
1/24/2020,ia,652,118
1/24/2020,mn,1671,268
1/24/2020,mo,1449,272
1/24/2020,nv,1526,262
1/24/2020,oh,2258,371
1/24/2020,or,1400,234
1/24/2020,pa,2798,505
1/24/2020,sc,857,171
1/24/2020,tn,1646,256
1/24/2020,va,2363,396
1/24/2020,wa,2981,451
1/25/2020,ak,165,22
1/25/2020,az,2147,382
1/25/2020,co,2427,356
1/25/2020,ct,723,111
1/25/2020,de,149,31
1/25/2020,ks,447,64
1/25/2020,md,2007,349
1/25/2020,nj,2966,477
1/25/2020,ny,4719,863
1/25/2020,ok,581,89
1/25/2020,vt,192,32
1/26/2020,ak,120,20
1/26/2020,ar,237,41
1/26/2020,co,2107,294
1/26/2020,ct,654,100
1/26/2020,in,1001,153
1/26/2020,ma,1638,299
1/26/2020,nc,1914,280
1/26/2020,nd,154,21
1/26/2020,ny,4279,735
1/26/2020,tx,8150,1149
1/26/2020,ut,999,160
1/26/2020,vt,193,25
1/26/2020,wi,1072,157
1/26/2020,wy,169,26
1/27/2020,?,2,1
1/27/2020,ct,831,152
1/27/2020,de,187,44
1/27/2020,ga,4155,678
1/27/2020,ky,584,116
1/27/2020,me,237,48
1/27/2020,mi,2123,479
1/27/2020,ne,513,101
1/27/2020,nh,330,52
1/27/2020,nj,2938,554
1/27/2020,nm,454,84
1/27/2020,sc,846,187
1/27/2020,tx,10171,1606
1/27/2020,va,2238,410
1/27/2020,wa,3133,469
1/27/2020,wi,1286,199
1/28/2020,?,1,1
1/28/2020,ca,18531,3847
1/28/2020,co,2675,497
1/28/2020,ga,4066,719
1/28/2020,hi,398,104
1/28/2020,ia,740,118
1/28/2020,id,416,70
1/28/2020,in,1258,205
1/28/2020,ky,603,102
1/28/2020,ma,2177,376
1/28/2020,nd,234,43
1/28/2020,nh,351,68
1/28/2020,nj,3148,579
1/28/2020,nm,495,96
1/28/2020,ri,266,56
1/28/2020,sd,188,31
1/28/2020,tn,1411,264
1/29/2020,az,2421,468
1/29/2020,ga,4214,708
1/29/2020,ia,691,120
1/29/2020,ks,549,88
1/29/2020,ky,583,98
1/29/2020,la,960,155
1/29/2020,md,2030,437
1/29/2020,me,251,40
1/29/2020,mt,298,65
1/29/2020,nc,2371,407
1/29/2020,ne,488,80
1/29/2020,nm,520,86
1/29/2020,oh,2231,399
1/29/2020,or,1325,257
1/30/2020,co,2609,480
1/30/2020,dc,737,182
1/30/2020,fl,7428,1589
1/30/2020,hi,361,124
1/30/2020,ky,570,110
1/30/2020,va,2320,497
1/31/2020,ca,18781,3975
1/31/2020,fl,7730,1465
1/31/2020,ga,4474,876
1/31/2020,id,408,69
1/31/2020,ks,519,107
1/31/2020,mi,2132,469
1/31/2020,mo,1366,329
1/31/2020,nc,2525,483
1/31/2020,nd,219,45
1/31/2020,tx,10840,2068
1/31/2020,ut,1351,234
1/31/2020,vt,217,36
2/1/2020,?,2,0
2/1/2020,ak,127,23
2/1/2020,az,2054,375
2/1/2020,ga,3604,594
2/1/2020,in,901,147
2/1/2020,ky,516,78
2/1/2020,la,697,136
2/1/2020,ma,1750,288
2/1/2020,mo,1027,220
2/1/2020,mt,200,42
2/1/2020,nd,139,33
2/1/2020,oh,2061,349
2/1/2020,ri,269,52
2/2/2020,?,2,0
2/2/2020,ak,110,18
2/2/2020,az,1808,322
2/2/2020,ga,3079,505
2/2/2020,id,281,52
2/2/2020,in,823,138
2/2/2020,la,645,110
2/2/2020,ma,1667,290
2/2/2020,mo,890,176
2/2/2020,ms,282,68
2/2/2020,nh,270,39
2/2/2020,nv,1830,311
2/2/2020,ny,4333,827
2/2/2020,oh,1898,309
2/2/2020,wa,2271,416
2/3/2020,co,2396,468
2/3/2020,ct,747,162
2/3/2020,hi,335,114
2/3/2020,ia,684,102
2/3/2020,il,4336,924
2/3/2020,ks,474,121
2/3/2020,ky,586,113
2/3/2020,la,822,178
2/3/2020,mn,1501,305
2/3/2020,mt,272,65
2/3/2020,nd,227,49
2/3/2020,ny,5118,1101
2/3/2020,sc,814,160
2/3/2020,tx,9631,1895
2/3/2020,ut,1310,281
2/3/2020,va,2118,434
2/3/2020,vt,200,35
2/3/2020,wa,2541,555
2/3/2020,wv,155,25
2/4/2020,dc,775,187
2/4/2020,ga,4199,811
2/4/2020,in,1205,243
2/4/2020,me,265,50
2/4/2020,mn,1710,317
2/4/2020,mo,1341,307
2/4/2020,nm,583,89
2/4/2020,pa,2902,596
2/4/2020,sd,190,32
2/4/2020,tn,1544,273
2/4/2020,wa,2979,599
2/4/2020,wi,1328,247
2/4/2020,wy,212,42
2/5/2020,ak,153,30
2/5/2020,al,757,178
2/5/2020,de,176,38
2/5/2020,il,4996,994
2/5/2020,mi,2203,500
2/5/2020,mn,1628,334
2/5/2020,nh,336,52
2/5/2020,ok,610,111
2/5/2020,or,1386,277
2/5/2020,tn,1548,297
2/6/2020,co,2831,594
2/6/2020,fl,8559,1662
2/6/2020,hi,405,134
2/6/2020,ma,2333,483
2/6/2020,me,292,55
2/6/2020,mi,2313,509
2/6/2020,ms,451,130
2/6/2020,ny,6263,1361
2/6/2020,or,1476,276
2/6/2020,vt,233,47
2/7/2020,?,4,1
2/7/2020,ct,900,162
2/7/2020,dc,876,178
2/7/2020,fl,8340,1332
2/7/2020,ga,4371,757
2/7/2020,hi,374,91
2/7/2020,ky,672,115
2/7/2020,mt,280,44
2/7/2020,nm,578,76
2/7/2020,ri,280,51
2/7/2020,va,2634,476
2/7/2020,wa,3055,546
2/8/2020,?,2,0
2/8/2020,al,596,112
2/8/2020,ca,17342,3012
2/8/2020,ct,875,137
2/8/2020,la,732,131
2/8/2020,ma,1971,353
2/8/2020,me,203,43
2/8/2020,mi,2102,352
2/8/2020,mn,1478,240
2/8/2020,ne,477,67
2/8/2020,nj,3012,447
2/8/2020,pa,2544,399
2/8/2020,ri,280,37
2/8/2020,sc,717,115
2/8/2020,sd,125,27
2/8/2020,tx,9889,1365
2/8/2020,wi,1185,214
2/8/2020,wv,141,19
2/9/2020,al,641,122
2/9/2020,co,2523,415
2/9/2020,ga,3338,605
2/9/2020,ia,633,95
2/9/2020,ky,522,87
2/9/2020,ma,2099,375
2/9/2020,mn,1531,246
2/9/2020,mo,1376,213
2/9/2020,ne,469,62
2/9/2020,nh,333,46
2/9/2020,nj,3093,480
2/9/2020,ok,572,99
2/9/2020,ri,248,49
2/9/2020,wv,177,21
2/10/2020,al,852,161
2/10/2020,ar,474,94
2/10/2020,de,189,38
2/10/2020,fl,8854,1572
2/10/2020,ia,830,147
2/10/2020,in,1456,271
2/10/2020,md,2184,450
2/10/2020,mn,1711,347
2/10/2020,mo,1738,306
2/10/2020,nc,2675,491
2/10/2020,nm,618,101
2/10/2020,nv,1746,401
2/10/2020,tx,11499,2035
2/11/2020,ar,574,106
2/11/2020,ca,21692,4855
2/11/2020,fl,8983,1700
2/11/2020,ky,758,133
2/11/2020,mn,1956,379
2/11/2020,mo,1835,351
2/11/2020,mt,329,59
2/11/2020,nd,263,36
2/11/2020,ok,841,170
2/11/2020,sc,978,223
2/11/2020,tx,12164,2507
2/11/2020,va,2982,594
2/11/2020,vt,290,39
2/12/2020,ar,494,100
2/12/2020,fl,8503,1599
2/12/2020,hi,404,103
2/12/2020,ia,809,150
2/12/2020,id,505,99
2/12/2020,in,1474,285
2/12/2020,ky,688,122
2/12/2020,md,2230,512
2/12/2020,me,250,45
2/12/2020,mo,1633,385
2/12/2020,mt,275,50
2/12/2020,nc,2677,514
2/12/2020,nh,311,58
2/12/2020,nv,1777,375
2/12/2020,ny,6633,1454
2/12/2020,oh,2463,592
2/12/2020,or,1695,321
2/12/2020,ri,283,61
2/12/2020,wv,224,44
2/12/2020,wy,250,49
2/13/2020,al,866,233
2/13/2020,ar,477,116
2/13/2020,az,2780,643
2/13/2020,dc,845,270
2/13/2020,ga,4333,965
2/13/2020,ia,791,152
2/13/2020,il,4884,1144
2/13/2020,mi,2467,593
2/13/2020,mo,1822,378
2/13/2020,or,2079,412
2/13/2020,pa,3242,697
2/13/2020,sc,931,219
2/13/2020,tn,2751,489
2/13/2020,tx,11520,2489
2/13/2020,wi,1469,313
2/13/2020,wv,205,40
2/14/2020,al,797,162
2/14/2020,ar,506,83
2/14/2020,ct,820,154
2/14/2020,ga,3577,703
2/14/2020,ks,568,88
2/14/2020,la,847,173
2/14/2020,md,2223,395
2/14/2020,me,248,46
2/14/2020,mi,2453,457
2/14/2020,mo,1681,229
2/14/2020,mt,251,30
2/14/2020,nj,3613,605
2/14/2020,pa,3054,526
2/14/2020,wi,1224,248
2/14/2020,wy,241,53
2/15/2020,co,2485,373
2/15/2020,dc,543,100
2/15/2020,de,159,29
2/15/2020,mn,1642,255
2/15/2020,nd,152,22
2/15/2020,nj,3559,508
2/15/2020,nv,1360,260
2/15/2020,oh,2375,364
2/15/2020,tx,11327,1503
2/15/2020,ut,1322,212
2/16/2020,ak,167,25
2/16/2020,ar,278,49
2/16/2020,az,2415,398
2/16/2020,co,2439,418
2/16/2020,ga,2561,482
2/16/2020,id,444,70
2/16/2020,il,4517,652
2/16/2020,la,747,108
2/16/2020,md,1944,356
2/16/2020,nd,200,18
2/16/2020,nh,309,43
2/16/2020,nj,3113,474
2/16/2020,ok,631,55
2/16/2020,sd,149,30
2/16/2020,vt,182,26
2/16/2020,wv,175,34
2/17/2020,ct,809,176
2/17/2020,dc,547,138
2/17/2020,de,199,32
2/17/2020,ky,711,107
2/17/2020,ma,2248,463
2/17/2020,md,2055,393
2/17/2020,nc,2681,488
2/17/2020,oh,2610,499
2/17/2020,ok,761,120
2/17/2020,ri,292,59
2/17/2020,sd,149,32
2/17/2020,ut,1485,268
2/18/2020,ak,198,39
2/18/2020,al,804,182
2/18/2020,dc,750,171
2/18/2020,ky,696,167
2/18/2020,md,2072,543
2/18/2020,mi,2486,567
2/18/2020,mn,1721,375
2/18/2020,nj,3479,731
2/18/2020,pa,3081,628
2/18/2020,vt,167,51
2/18/2020,wa,2697,613
2/18/2020,wi,1269,267
2/18/2020,wy,262,46
2/19/2020,ak,164,30
2/19/2020,co,2725,500
2/19/2020,il,5089,977
2/19/2020,ma,2240,440
2/19/2020,or,1634,297
2/19/2020,ri,309,58
2/19/2020,sd,199,44
2/19/2020,tn,2714,400
2/19/2020,vt,174,24
2/19/2020,wa,2695,518
2/19/2020,wi,1376,264
2/20/2020,ca,19664,3996
2/20/2020,co,2836,559
2/20/2020,ct,885,173
2/20/2020,la,934,217
2/20/2020,me,274,53
2/20/2020,nc,2767,555
2/20/2020,nh,335,48
2/20/2020,oh,2499,510
2/20/2020,pa,3053,569
2/21/2020,ar,463,98
2/21/2020,ct,869,126
2/21/2020,ga,4635,687
2/21/2020,ia,832,137
2/21/2020,in,1381,249
2/21/2020,ks,666,94
2/21/2020,la,953,193
2/21/2020,md,2125,424
2/21/2020,me,288,52
2/21/2020,mo,1916,315
2/21/2020,nh,370,61
2/21/2020,ok,773,111
2/21/2020,wi,1425,262
2/22/2020,?,1,0
2/22/2020,ar,342,71
2/22/2020,az,2503,443
2/22/2020,dc,888,125
2/22/2020,hi,282,92
2/22/2020,ky,575,102
2/22/2020,ma,1816,304
2/22/2020,me,217,32
2/22/2020,mt,231,32
2/22/2020,nc,2631,388
2/22/2020,wi,1215,216
2/22/2020,wy,253,39
2/23/2020,dc,733,123
2/23/2020,de,167,38
2/23/2020,fl,6694,1267
2/23/2020,hi,341,87
2/23/2020,ky,553,94
2/23/2020,me,231,48
2/23/2020,mo,1635,235
2/23/2020,sc,638,167
2/23/2020,sd,136,32
2/23/2020,ut,1246,199
2/23/2020,wa,2561,431
2/23/2020,wy,229,35
2/24/2020,ar,543,103
2/24/2020,az,2874,548
2/24/2020,dc,1021,187
2/24/2020,il,4979,1038
2/24/2020,in,1455,281
2/24/2020,ky,750,131
2/24/2020,ma,2223,473
2/24/2020,mn,2024,410
2/24/2020,nc,2799,527
2/24/2020,ne,569,102
2/24/2020,nh,360,83
2/24/2020,nm,589,116
2/24/2020,nv,1471,348
2/24/2020,ny,5957,1287
2/24/2020,oh,2451,525
2/24/2020,va,2788,505
2/24/2020,wi,1469,303
2/25/2020,al,864,225
2/25/2020,ia,873,170
2/25/2020,id,525,104
2/25/2020,il,4927,1135
2/25/2020,la,933,176
2/25/2020,mi,2361,531
2/25/2020,ok,765,151
2/25/2020,or,1438,355
2/26/2020,ak,186,41
2/26/2020,de,207,52
2/26/2020,ga,6058,945
2/26/2020,mn,2036,422
2/26/2020,ne,548,126
2/26/2020,nm,576,101
2/26/2020,ok,848,163
2/26/2020,tn,1792,395
2/27/2020,?,1,0
2/27/2020,az,2801,644
2/27/2020,co,2835,617
2/27/2020,dc,997,222
2/27/2020,id,534,105
2/27/2020,mi,2483,583
2/27/2020,mo,2020,397
2/27/2020,ms,490,132
2/27/2020,ri,218,64
2/27/2020,tx,11716,2578
2/27/2020,va,2836,615
2/27/2020,wv,220,50
2/28/2020,fl,8016,1652
2/28/2020,ia,853,137
2/28/2020,ks,589,114
2/28/2020,ky,754,146
2/28/2020,mo,1935,320
2/28/2020,mt,297,44
2/28/2020,nc,3103,537
2/28/2020,ne,613,100
2/28/2020,nm,567,110
2/28/2020,nv,1519,321
2/28/2020,ny,5781,1423
2/28/2020,pa,2969,595
2/29/2020,ak,124,32
2/29/2020,al,748,128
2/29/2020,ga,4847,707
2/29/2020,ks,507,90
2/29/2020,me,214,48
2/29/2020,ms,474,99
2/29/2020,mt,248,43
2/29/2020,nj,3475,602
2/29/2020,or,1214,289
2/29/2020,pa,2822,510
2/29/2020,tx,11219,1864
2/29/2020,ut,1203,225
3/1/2020,ar,334,74
3/1/2020,ct,762,154
3/1/2020,fl,6388,1387
3/1/2020,in,1031,212
3/1/2020,ky,675,113
3/1/2020,md,1744,337
3/1/2020,mi,2036,414
3/1/2020,mt,230,42
3/1/2020,nj,2950,627
3/1/2020,ny,4432,1125
3/1/2020,pa,2476,488
3/1/2020,va,1911,408
3/2/2020,ak,166,48
3/2/2020,dc,1009,238
3/2/2020,id,629,105
3/2/2020,ks,539,109
3/2/2020,ky,858,175
3/2/2020,la,942,231
3/2/2020,ms,527,149
3/2/2020,nc,2796,655
3/2/2020,nv,2234,470
3/2/2020,or,1324,439
3/2/2020,ri,219,79
3/2/2020,va,2356,644
3/3/2020,ak,161,57
3/3/2020,al,881,297
3/3/2020,ar,464,132
3/3/2020,de,177,71
3/3/2020,ga,4716,1165
3/3/2020,id,532,133
3/3/2020,la,956,252
3/3/2020,me,235,45
3/3/2020,ne,558,133
3/3/2020,nh,301,98
3/3/2020,wa,2708,843
3/3/2020,wi,1365,388
3/4/2020,ar,472,134
3/4/2020,ia,851,206
3/4/2020,il,4824,1379
3/4/2020,mo,1631,417
3/4/2020,nc,2670,721
3/4/2020,nv,1455,444
3/4/2020,vt,138,55
3/4/2020,wi,1358,401
3/5/2020,ar,500,134
3/5/2020,fl,7788,2110
3/5/2020,ga,4680,1161
3/5/2020,ia,886,189
3/5/2020,id,476,116
3/5/2020,mi,2276,731
3/5/2020,nc,2524,688
3/5/2020,nh,307,111
3/5/2020,nj,3136,900
3/5/2020,nm,613,158
3/5/2020,nv,1397,447
3/5/2020,ri,194,74
3/5/2020,sc,833,211
3/5/2020,sd,198,49
3/5/2020,wa,2820,1007
3/5/2020,wv,190,53
3/6/2020,al,825,211
3/6/2020,ga,5024,1060
3/6/2020,ia,802,194
3/6/2020,in,1255,322
3/6/2020,md,2053,597
3/6/2020,mo,1773,428
3/6/2020,nd,225,51
3/6/2020,tx,12621,3051
3/6/2020,wa,2665,1005
3/7/2020,ar,367,148
3/7/2020,co,2147,630
3/7/2020,de,171,61
3/7/2020,fl,6702,1628
3/7/2020,hi,247,181
3/7/2020,ia,701,150
3/7/2020,ky,550,133
3/7/2020,tx,11504,2549
3/7/2020,ut,1204,324
3/7/2020,wv,165,32
3/8/2020,dc,673,161
3/8/2020,fl,5923,1634
3/8/2020,ma,1272,444
3/8/2020,mi,1564,428
3/8/2020,nc,1905,436
3/8/2020,tx,9182,2211
3/8/2020,vt,92,37
3/8/2020,wa,2073,701
3/9/2020,?,3,0
3/9/2020,ak,138,72
3/9/2020,al,814,294
3/9/2020,ct,674,385
3/9/2020,dc,855,370
3/9/2020,fl,7576,2669
3/9/2020,id,502,157
3/9/2020,ky,637,221
3/9/2020,ms,502,194
3/9/2020,mt,303,114
3/9/2020,nj,2711,1068
3/9/2020,nm,568,198
3/9/2020,nv,1337,546
3/9/2020,ok,814,243
3/9/2020,ut,1492,497
3/9/2020,va,2310,875
3/9/2020,wv,150,49
3/10/2020,ak,164,59
3/10/2020,ct,681,565
3/10/2020,dc,850,400
3/10/2020,fl,7388,3159
3/10/2020,ga,4556,1538
3/10/2020,hi,330,307
3/10/2020,il,4587,2069
3/10/2020,ky,561,293
3/10/2020,ma,1486,1163
3/10/2020,mi,1905,898
3/10/2020,nc,2336,959
3/10/2020,nd,229,101
3/10/2020,nh,241,164
3/10/2020,nj,2629,1367
3/10/2020,nv,1379,659
3/10/2020,oh,2091,1057
3/10/2020,ri,158,139
3/10/2020,tx,11219,4173
3/10/2020,wa,2332,1317
3/10/2020,wi,1244,578
3/10/2020,wv,170,97
3/10/2020,wy,247,86
3/11/2020,il,4323,2522
3/11/2020,la,932,438
3/11/2020,mi,1829,1322
3/11/2020,mt,289,144
3/11/2020,nj,2595,1612
3/11/2020,or,1406,826
3/11/2020,pa,2387,1574
3/11/2020,ri,176,169
3/11/2020,tn,1532,749
3/11/2020,tx,10935,5172
3/11/2020,va,2121,1271
3/11/2020,vt,83,102
3/11/2020,wv,167,104
3/12/2020,ar,331,570
3/12/2020,ca,14186,17800
3/12/2020,id,383,606
3/12/2020,il,3662,4919
3/12/2020,ks,428,677
3/12/2020,ky,419,867
3/12/2020,md,1336,2062
3/12/2020,ok,702,778
3/12/2020,sc,652,791
3/13/2020,dc,706,823
3/13/2020,de,137,249
3/13/2020,ga,3873,3315
3/13/2020,ks,428,692
3/13/2020,ky,438,738
3/13/2020,ma,1061,2084
3/13/2020,me,122,344
3/13/2020,nd,198,302
3/13/2020,ne,388,624
3/13/2020,oh,1749,2870
3/13/2020,pa,1850,3036
3/13/2020,wy,201,325
3/14/2020,al,478,535
3/14/2020,ia,534,566
3/14/2020,id,239,454
3/14/2020,ks,303,391
3/14/2020,ky,376,395
3/14/2020,me,105,206
3/14/2020,nm,285,376
3/14/2020,oh,1712,1688
3/14/2020,pa,1603,1622
3/15/2020,ak,75,118
3/15/2020,al,340,367
3/15/2020,az,1712,1357
3/15/2020,ca,9970,10259
3/15/2020,ga,2857,1684
3/15/2020,hi,251,308
3/15/2020,mi,1149,1363
3/15/2020,ne,256,296
